pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
64,n<=128,sr<=40%,kvB<=16k,kp<=16k,0.0865,2
64,n<=128,sr<=40%,kvB<=16k,kp<=2k,0.0835,2
64,n<=128,sr<=40%,kvB<=16k,kp<=32k,0.0938,2
64,n<=128,sr<=40%,kvB<=16k,kp<=512,0.0851,2
64,n<=128,sr<=40%,kvB<=16k,kp<=8k,0.0849,2
64,n<=128,sr<=40%,kvB<=16k,kp=0,0.0818,2
64,n<=128,sr<=40%,kvB<=1k,kp<=16k,0.0437,2
64,n<=128,sr<=40%,kvB<=1k,kp<=2k,0.1291,2
64,n<=128,sr<=40%,kvB<=1k,kp<=32k,-0.0979,2
64,n<=128,sr<=40%,kvB<=1k,kp<=512,0.1056,2
64,n<=128,sr<=40%,kvB<=1k,kp<=8k,0.0152,2
64,n<=128,sr<=40%,kvB<=1k,kp=0,0.1162,2
64,n<=128,sr<=40%,kvB<=4k,kp<=16k,0.0244,2
64,n<=128,sr<=40%,kvB<=4k,kp<=2k,0.0396,2
64,n<=128,sr<=40%,kvB<=4k,kp<=32k,0.0416,2
64,n<=128,sr<=40%,kvB<=4k,kp<=512,0.0376,2
64,n<=128,sr<=40%,kvB<=4k,kp<=8k,0.0414,2
64,n<=128,sr<=40%,kvB<=4k,kp=0,-0.0061,2
64,n<=128,sr<=40%,kvB<=64k,kp<=16k,0.0953,1
64,n<=128,sr<=40%,kvB<=64k,kp<=2k,0.1,2
64,n<=128,sr<=40%,kvB<=64k,kp<=32k,0.0974,2
64,n<=128,sr<=40%,kvB<=64k,kp<=512,0.0994,2
64,n<=128,sr<=40%,kvB<=64k,kp<=8k,0.1002,2
64,n<=128,sr<=40%,kvB<=64k,kp=0,0.0979,2
64,n<=128,sr<=5%,kvB<=16k,kp<=16k,0.108,8
64,n<=128,sr<=5%,kvB<=16k,kp<=2k,0.2371,8
64,n<=128,sr<=5%,kvB<=16k,kp<=32k,-0.0156,8
64,n<=128,sr<=5%,kvB<=16k,kp<=512,0.2746,8
64,n<=128,sr<=5%,kvB<=16k,kp<=8k,0.1359,8
64,n<=128,sr<=5%,kvB<=16k,kp=0,0.293,8
64,n<=128,sr<=5%,kvB<=1k,kp<=16k,0.1215,8
64,n<=128,sr<=5%,kvB<=1k,kp<=2k,-0.004,8
64,n<=128,sr<=5%,kvB<=1k,kp<=32k,0.0005,8
64,n<=128,sr<=5%,kvB<=1k,kp<=512,0.0263,8
64,n<=128,sr<=5%,kvB<=1k,kp<=8k,-0.0103,8
64,n<=128,sr<=5%,kvB<=1k,kp=0,0.0169,8
64,n<=128,sr<=5%,kvB<=4k,kp<=16k,-0.0073,8
64,n<=128,sr<=5%,kvB<=4k,kp<=2k,0.1155,8
64,n<=128,sr<=5%,kvB<=4k,kp<=32k,-0.0104,8
64,n<=128,sr<=5%,kvB<=4k,kp<=512,0.1728,8
64,n<=128,sr<=5%,kvB<=4k,kp<=8k,-0.0118,8
64,n<=128,sr<=5%,kvB<=4k,kp=0,0.2025,8
64,n<=128,sr<=5%,kvB<=64k,kp<=16k,0.1374,4
64,n<=128,sr<=5%,kvB<=64k,kp<=2k,0.2915,8
64,n<=128,sr<=5%,kvB<=64k,kp<=32k,0.1431,8
64,n<=128,sr<=5%,kvB<=64k,kp<=512,0.3021,8
64,n<=128,sr<=5%,kvB<=64k,kp<=8k,0.2542,8
64,n<=128,sr<=5%,kvB<=64k,kp=0,0.3075,8
64,n<=128,sr<=70%,kvB<=16k,kp<=16k,-0.0064,2
64,n<=128,sr<=70%,kvB<=16k,kp<=2k,-0.001,2
64,n<=128,sr<=70%,kvB<=16k,kp<=32k,0.0063,2
64,n<=128,sr<=70%,kvB<=16k,kp<=512,-0.0056,2
64,n<=128,sr<=70%,kvB<=16k,kp<=8k,-0.0117,2
64,n<=128,sr<=70%,kvB<=16k,kp=0,-0.0064,2
64,n<=128,sr<=70%,kvB<=1k,kp<=16k,-0.4528,2
64,n<=128,sr<=70%,kvB<=1k,kp<=2k,-0.0296,2
64,n<=128,sr<=70%,kvB<=1k,kp<=32k,0.1993,2
64,n<=128,sr<=70%,kvB<=1k,kp<=512,-0.0102,2
64,n<=128,sr<=70%,kvB<=1k,kp<=8k,-0.124,2
64,n<=128,sr<=70%,kvB<=1k,kp=0,-0.0407,2
64,n<=128,sr<=70%,kvB<=4k,kp<=16k,-0.0233,2
64,n<=128,sr<=70%,kvB<=4k,kp<=2k,0.0089,2
64,n<=128,sr<=70%,kvB<=4k,kp<=32k,-0.1988,2
64,n<=128,sr<=70%,kvB<=4k,kp<=512,0.0164,2
64,n<=128,sr<=70%,kvB<=4k,kp<=8k,-0.0063,2
64,n<=128,sr<=70%,kvB<=4k,kp=0,0.0011,2
64,n<=128,sr<=70%,kvB<=64k,kp<=16k,0.0005,1
64,n<=128,sr<=70%,kvB<=64k,kp<=2k,-0.0003,2
64,n<=128,sr<=70%,kvB<=64k,kp<=32k,-0.0038,2
64,n<=128,sr<=70%,kvB<=64k,kp<=512,-0.0012,2
64,n<=128,sr<=70%,kvB<=64k,kp<=8k,-0.0049,2
64,n<=128,sr<=70%,kvB<=64k,kp=0,-0.0054,2
64,n<=128,sr>70%,kvB<=16k,kp<=16k,0.9349,4
64,n<=128,sr>70%,kvB<=16k,kp<=2k,0.9055,4
64,n<=128,sr>70%,kvB<=16k,kp<=32k,0.9595,4
64,n<=128,sr>70%,kvB<=16k,kp<=512,0.912,4
64,n<=128,sr>70%,kvB<=16k,kp<=8k,0.9452,4
64,n<=128,sr>70%,kvB<=16k,kp=0,0.9205,4
64,n<=128,sr>70%,kvB<=1k,kp<=16k,0.4634,4
64,n<=128,sr>70%,kvB<=1k,kp<=2k,0.9362,4
64,n<=128,sr>70%,kvB<=1k,kp<=32k,-1.865,4
64,n<=128,sr>70%,kvB<=1k,kp<=512,0.9098,4
64,n<=128,sr>70%,kvB<=1k,kp<=8k,0.8586,4
64,n<=128,sr>70%,kvB<=1k,kp=0,0.2788,4
64,n<=128,sr>70%,kvB<=4k,kp<=16k,0.9404,4
64,n<=128,sr>70%,kvB<=4k,kp<=2k,0.9357,4
64,n<=128,sr>70%,kvB<=4k,kp<=32k,0.9176,4
64,n<=128,sr>70%,kvB<=4k,kp<=512,0.9285,4
64,n<=128,sr>70%,kvB<=4k,kp<=8k,0.926,4
64,n<=128,sr>70%,kvB<=4k,kp=0,0.7504,4
64,n<=128,sr>70%,kvB<=64k,kp<=16k,0.9316,2
64,n<=128,sr>70%,kvB<=64k,kp<=2k,0.9393,4
64,n<=128,sr>70%,kvB<=64k,kp<=32k,0.9468,4
64,n<=128,sr>70%,kvB<=64k,kp<=512,0.9277,4
64,n<=128,sr>70%,kvB<=64k,kp<=8k,0.9439,4
64,n<=128,sr>70%,kvB<=64k,kp=0,0.9314,4
64,n<=16,sr<=15%,kvB<=16k,kp<=16k,-0.1035,4
64,n<=16,sr<=15%,kvB<=16k,kp<=2k,0.7426,4
64,n<=16,sr<=15%,kvB<=16k,kp<=32k,-0.0638,4
64,n<=16,sr<=15%,kvB<=16k,kp<=512,0.9083,4
64,n<=16,sr<=15%,kvB<=16k,kp<=8k,0.1773,4
64,n<=16,sr<=15%,kvB<=16k,kp=0,0.9964,4
64,n<=16,sr<=15%,kvB<=1k,kp<=16k,-0.2844,4
64,n<=16,sr<=15%,kvB<=1k,kp<=2k,-0.0402,4
64,n<=16,sr<=15%,kvB<=1k,kp<=32k,0.482,3
64,n<=16,sr<=15%,kvB<=1k,kp<=512,-0.0376,4
64,n<=16,sr<=15%,kvB<=1k,kp<=8k,0.0049,4
64,n<=16,sr<=15%,kvB<=1k,kp=0,0.9252,4
64,n<=16,sr<=15%,kvB<=4k,kp<=16k,-0.0003,4
64,n<=16,sr<=15%,kvB<=4k,kp<=2k,0.1,4
64,n<=16,sr<=15%,kvB<=4k,kp<=32k,0.0004,3
64,n<=16,sr<=15%,kvB<=4k,kp<=512,0.6398,4
64,n<=16,sr<=15%,kvB<=4k,kp<=8k,-0.0541,4
64,n<=16,sr<=15%,kvB<=4k,kp=0,0.98,4
64,n<=16,sr<=15%,kvB<=64k,kp<=16k,0.2559,2
64,n<=16,sr<=15%,kvB<=64k,kp<=2k,0.9354,4
64,n<=16,sr<=15%,kvB<=64k,kp<=32k,0.1892,4
64,n<=16,sr<=15%,kvB<=64k,kp<=512,0.9722,4
64,n<=16,sr<=15%,kvB<=64k,kp<=8k,0.773,4
64,n<=16,sr<=15%,kvB<=64k,kp=0,0.9968,4
64,n<=16,sr<=40%,kvB<=16k,kp<=16k,0.7459,4
64,n<=16,sr<=40%,kvB<=16k,kp<=2k,0.9927,4
64,n<=16,sr<=40%,kvB<=16k,kp<=32k,-0.156,4
64,n<=16,sr<=40%,kvB<=16k,kp<=512,0.9965,4
64,n<=16,sr<=40%,kvB<=16k,kp<=8k,0.9898,4
64,n<=16,sr<=40%,kvB<=16k,kp=0,0.9979,4
64,n<=16,sr<=40%,kvB<=1k,kp<=16k,0.2652,3
64,n<=16,sr<=40%,kvB<=1k,kp<=2k,-0.2492,4
64,n<=16,sr<=40%,kvB<=1k,kp<=32k,0.7939,3
64,n<=16,sr<=40%,kvB<=1k,kp<=512,0.9184,4
64,n<=16,sr<=40%,kvB<=1k,kp<=8k,-0.005,4
64,n<=16,sr<=40%,kvB<=1k,kp=0,0.8986,4
64,n<=16,sr<=40%,kvB<=4k,kp<=16k,0.0003,4
64,n<=16,sr<=40%,kvB<=4k,kp<=2k,0.9795,4
64,n<=16,sr<=40%,kvB<=4k,kp<=32k,0.0139,3
64,n<=16,sr<=40%,kvB<=4k,kp<=512,0.9824,4
64,n<=16,sr<=40%,kvB<=4k,kp<=8k,-0.1569,4
64,n<=16,sr<=40%,kvB<=4k,kp=0,0.9812,4
64,n<=16,sr<=40%,kvB<=64k,kp<=16k,0.9929,2
64,n<=16,sr<=40%,kvB<=64k,kp<=2k,0.9914,4
64,n<=16,sr<=40%,kvB<=64k,kp<=32k,0.9984,4
64,n<=16,sr<=40%,kvB<=64k,kp<=512,0.9958,4
64,n<=16,sr<=40%,kvB<=64k,kp<=8k,0.9942,4
64,n<=16,sr<=40%,kvB<=64k,kp=0,0.9962,4
64,n<=16,sr<=70%,kvB<=16k,kp<=16k,1.0019,2
64,n<=16,sr<=70%,kvB<=16k,kp<=2k,0.9933,2
64,n<=16,sr<=70%,kvB<=16k,kp<=32k,0.5955,2
64,n<=16,sr<=70%,kvB<=16k,kp<=512,1.0025,2
64,n<=16,sr<=70%,kvB<=16k,kp<=8k,1.009,2
64,n<=16,sr<=70%,kvB<=16k,kp=0,0.9969,2
64,n<=16,sr<=70%,kvB<=1k,kp<=16k,27.6667,1
64,n<=16,sr<=70%,kvB<=1k,kp<=2k,0.9154,2
64,n<=16,sr<=70%,kvB<=1k,kp<=512,0.9476,2
64,n<=16,sr<=70%,kvB<=1k,kp<=8k,-0.0031,2
64,n<=16,sr<=70%,kvB<=1k,kp=0,0.9078,2
64,n<=16,sr<=70%,kvB<=4k,kp<=16k,-0.3598,2
64,n<=16,sr<=70%,kvB<=4k,kp<=2k,0.9801,2
64,n<=16,sr<=70%,kvB<=4k,kp<=32k,0.1045,1
64,n<=16,sr<=70%,kvB<=4k,kp<=512,1.008,2
64,n<=16,sr<=70%,kvB<=4k,kp<=8k,0.587,2
64,n<=16,sr<=70%,kvB<=4k,kp=0,0.9993,2
64,n<=16,sr<=70%,kvB<=64k,kp<=16k,0.9945,1
64,n<=16,sr<=70%,kvB<=64k,kp<=2k,0.9947,2
64,n<=16,sr<=70%,kvB<=64k,kp<=32k,0.9896,2
64,n<=16,sr<=70%,kvB<=64k,kp<=512,0.9984,2
64,n<=16,sr<=70%,kvB<=64k,kp<=8k,0.9904,2
64,n<=16,sr<=70%,kvB<=64k,kp=0,0.9974,2
64,n<=16,sr>70%,kvB<=16k,kp<=16k,0.9727,4
64,n<=16,sr>70%,kvB<=16k,kp<=2k,1.0003,4
64,n<=16,sr>70%,kvB<=16k,kp<=32k,1.021,4
64,n<=16,sr>70%,kvB<=16k,kp<=512,0.9921,4
64,n<=16,sr>70%,kvB<=16k,kp<=8k,1.0006,4
64,n<=16,sr>70%,kvB<=16k,kp=0,0.999,4
64,n<=16,sr>70%,kvB<=1k,kp<=16k,4.9465,1
64,n<=16,sr>70%,kvB<=1k,kp<=2k,0.8788,4
64,n<=16,sr>70%,kvB<=1k,kp<=32k,-0.3603,1
64,n<=16,sr>70%,kvB<=1k,kp<=512,0.9183,4
64,n<=16,sr>70%,kvB<=1k,kp<=8k,-0.0769,4
64,n<=16,sr>70%,kvB<=1k,kp=0,0.9377,4
64,n<=16,sr>70%,kvB<=4k,kp<=16k,0.0987,4
64,n<=16,sr>70%,kvB<=4k,kp<=2k,1.01,4
64,n<=16,sr>70%,kvB<=4k,kp<=32k,-0.0045,4
64,n<=16,sr>70%,kvB<=4k,kp<=512,0.9951,4
64,n<=16,sr>70%,kvB<=4k,kp<=8k,0.9744,4
64,n<=16,sr>70%,kvB<=4k,kp=0,0.9953,4
64,n<=16,sr>70%,kvB<=64k,kp<=16k,0.9944,2
64,n<=16,sr>70%,kvB<=64k,kp<=2k,0.993,4
64,n<=16,sr>70%,kvB<=64k,kp<=32k,1.0022,4
64,n<=16,sr>70%,kvB<=64k,kp<=512,0.9984,4
64,n<=16,sr>70%,kvB<=64k,kp<=8k,0.9837,4
64,n<=16,sr>70%,kvB<=64k,kp=0,0.9932,4
64,n<=2,sr<=70%,kvB<=16k,kp<=16k,18.6378,1
64,n<=2,sr<=70%,kvB<=16k,kp<=2k,0.9977,2
64,n<=2,sr<=70%,kvB<=16k,kp<=32k,-0.1182,1
64,n<=2,sr<=70%,kvB<=16k,kp<=512,0.9967,2
64,n<=2,sr<=70%,kvB<=16k,kp<=8k,0.9959,1
64,n<=2,sr<=70%,kvB<=16k,kp=0,0.9991,2
64,n<=2,sr<=70%,kvB<=1k,kp<=2k,2.2922,2
64,n<=2,sr<=70%,kvB<=1k,kp<=32k,0.8519,1
64,n<=2,sr<=70%,kvB<=1k,kp<=512,0.9768,2
64,n<=2,sr<=70%,kvB<=1k,kp<=8k,-5.5845,2
64,n<=2,sr<=70%,kvB<=1k,kp=0,0.9908,2
64,n<=2,sr<=70%,kvB<=4k,kp<=2k,0.9927,2
64,n<=2,sr<=70%,kvB<=4k,kp<=32k,0.6334,1
64,n<=2,sr<=70%,kvB<=4k,kp<=512,0.9975,2
64,n<=2,sr<=70%,kvB<=4k,kp<=8k,0.1889,2
64,n<=2,sr<=70%,kvB<=4k,kp=0,1.0007,2
64,n<=2,sr<=70%,kvB<=64k,kp<=16k,0.9967,1
64,n<=2,sr<=70%,kvB<=64k,kp<=2k,0.9979,2
64,n<=2,sr<=70%,kvB<=64k,kp<=32k,0.9977,2
64,n<=2,sr<=70%,kvB<=64k,kp<=512,0.9983,2
64,n<=2,sr<=70%,kvB<=64k,kp<=8k,0.998,2
64,n<=2,sr<=70%,kvB<=64k,kp=0,0.9997,2
64,n<=32,sr<=15%,kvB<=16k,kp<=16k,0.4675,6
64,n<=32,sr<=15%,kvB<=16k,kp<=2k,0.9029,6
64,n<=32,sr<=15%,kvB<=16k,kp<=32k,-0.0987,6
64,n<=32,sr<=15%,kvB<=16k,kp<=512,0.9651,6
64,n<=32,sr<=15%,kvB<=16k,kp<=8k,0.7095,6
64,n<=32,sr<=15%,kvB<=16k,kp=0,0.9963,6
64,n<=32,sr<=15%,kvB<=1k,kp<=16k,0.02,4
64,n<=32,sr<=15%,kvB<=1k,kp<=2k,-0.0442,6
64,n<=32,sr<=15%,kvB<=1k,kp<=32k,3.917,2
64,n<=32,sr<=15%,kvB<=1k,kp<=512,0.5557,6
64,n<=32,sr<=15%,kvB<=1k,kp<=8k,0.0598,6
64,n<=32,sr<=15%,kvB<=1k,kp=0,0.8914,6
64,n<=32,sr<=15%,kvB<=4k,kp<=16k,-0.0552,6
64,n<=32,sr<=15%,kvB<=4k,kp<=2k,0.6731,6
64,n<=32,sr<=15%,kvB<=4k,kp<=32k,0.0022,6
64,n<=32,sr<=15%,kvB<=4k,kp<=512,0.8577,6
64,n<=32,sr<=15%,kvB<=4k,kp<=8k,-0.0951,6
64,n<=32,sr<=15%,kvB<=4k,kp=0,0.9808,6
64,n<=32,sr<=15%,kvB<=64k,kp<=16k,0.7346,3
64,n<=32,sr<=15%,kvB<=64k,kp<=2k,0.97,6
64,n<=32,sr<=15%,kvB<=64k,kp<=32k,0.7173,6
64,n<=32,sr<=15%,kvB<=64k,kp<=512,0.9861,6
64,n<=32,sr<=15%,kvB<=64k,kp<=8k,0.9162,6
64,n<=32,sr<=15%,kvB<=64k,kp=0,0.9951,6
64,n<=32,sr<=40%,kvB<=16k,kp<=16k,0.9962,2
64,n<=32,sr<=40%,kvB<=16k,kp<=2k,0.9911,2
64,n<=32,sr<=40%,kvB<=16k,kp<=32k,0.7286,2
64,n<=32,sr<=40%,kvB<=16k,kp<=512,0.9978,2
64,n<=32,sr<=40%,kvB<=16k,kp<=8k,0.9861,2
64,n<=32,sr<=40%,kvB<=16k,kp=0,0.9943,2
64,n<=32,sr<=40%,kvB<=1k,kp<=16k,-0.0608,2
64,n<=32,sr<=40%,kvB<=1k,kp<=2k,0.872,2
64,n<=32,sr<=40%,kvB<=1k,kp<=32k,0.2709,2
64,n<=32,sr<=40%,kvB<=1k,kp<=512,0.9218,2
64,n<=32,sr<=40%,kvB<=1k,kp<=8k,-0.1595,2
64,n<=32,sr<=40%,kvB<=1k,kp=0,0.9022,2
64,n<=32,sr<=40%,kvB<=4k,kp<=16k,-0.3263,2
64,n<=32,sr<=40%,kvB<=4k,kp<=2k,0.9921,2
64,n<=32,sr<=40%,kvB<=4k,kp<=32k,0.007,2
64,n<=32,sr<=40%,kvB<=4k,kp<=512,0.9958,2
64,n<=32,sr<=40%,kvB<=4k,kp<=8k,0.7323,2
64,n<=32,sr<=40%,kvB<=4k,kp=0,0.9926,2
64,n<=32,sr<=40%,kvB<=64k,kp<=16k,0.9867,1
64,n<=32,sr<=40%,kvB<=64k,kp<=2k,0.9847,2
64,n<=32,sr<=40%,kvB<=64k,kp<=32k,0.991,2
64,n<=32,sr<=40%,kvB<=64k,kp<=512,0.9915,2
64,n<=32,sr<=40%,kvB<=64k,kp<=8k,0.9871,2
64,n<=32,sr<=40%,kvB<=64k,kp=0,0.9949,2
64,n<=32,sr<=5%,kvB<=16k,kp<=16k,-0.0373,2
64,n<=32,sr<=5%,kvB<=16k,kp<=2k,0.7544,2
64,n<=32,sr<=5%,kvB<=16k,kp<=32k,-0.0283,2
64,n<=32,sr<=5%,kvB<=16k,kp<=512,0.9099,2
64,n<=32,sr<=5%,kvB<=16k,kp<=8k,0.2218,2
64,n<=32,sr<=5%,kvB<=16k,kp=0,0.9934,2
64,n<=32,sr<=5%,kvB<=1k,kp<=16k,-0.0751,2
64,n<=32,sr<=5%,kvB<=1k,kp<=2k,-0.0219,2
64,n<=32,sr<=5%,kvB<=1k,kp<=32k,0.64,2
64,n<=32,sr<=5%,kvB<=1k,kp<=512,-0.0181,2
64,n<=32,sr<=5%,kvB<=1k,kp<=8k,0.254,2
64,n<=32,sr<=5%,kvB<=1k,kp=0,0.8684,2
64,n<=32,sr<=5%,kvB<=4k,kp<=16k,-0.0127,2
64,n<=32,sr<=5%,kvB<=4k,kp<=2k,0.1528,2
64,n<=32,sr<=5%,kvB<=4k,kp<=32k,0.0103,2
64,n<=32,sr<=5%,kvB<=4k,kp<=512,0.6514,2
64,n<=32,sr<=5%,kvB<=4k,kp<=8k,-0.0272,2
64,n<=32,sr<=5%,kvB<=4k,kp=0,0.9665,2
64,n<=32,sr<=5%,kvB<=64k,kp<=16k,0.3054,1
64,n<=32,sr<=5%,kvB<=64k,kp<=2k,0.9378,2
64,n<=32,sr<=5%,kvB<=64k,kp<=32k,0.2396,2
64,n<=32,sr<=5%,kvB<=64k,kp<=512,0.9714,2
64,n<=32,sr<=5%,kvB<=64k,kp<=8k,0.7824,2
64,n<=32,sr<=5%,kvB<=64k,kp=0,0.9937,2
64,n<=32,sr<=70%,kvB<=16k,kp<=16k,0.9999,2
64,n<=32,sr<=70%,kvB<=16k,kp<=2k,1.0026,2
64,n<=32,sr<=70%,kvB<=16k,kp<=32k,0.9937,2
64,n<=32,sr<=70%,kvB<=16k,kp<=512,0.9964,2
64,n<=32,sr<=70%,kvB<=16k,kp<=8k,0.9843,2
64,n<=32,sr<=70%,kvB<=16k,kp=0,0.9979,2
64,n<=32,sr<=70%,kvB<=1k,kp<=16k,0.0086,1
64,n<=32,sr<=70%,kvB<=1k,kp<=2k,0.9592,2
64,n<=32,sr<=70%,kvB<=1k,kp<=32k,0.6586,1
64,n<=32,sr<=70%,kvB<=1k,kp<=512,0.9323,2
64,n<=32,sr<=70%,kvB<=1k,kp<=8k,0.536,2
64,n<=32,sr<=70%,kvB<=1k,kp=0,0.8926,2
64,n<=32,sr<=70%,kvB<=4k,kp<=16k,0.9083,2
64,n<=32,sr<=70%,kvB<=4k,kp<=2k,0.9779,2
64,n<=32,sr<=70%,kvB<=4k,kp<=32k,-0.1351,2
64,n<=32,sr<=70%,kvB<=4k,kp<=512,0.9735,2
64,n<=32,sr<=70%,kvB<=4k,kp<=8k,0.9993,2
64,n<=32,sr<=70%,kvB<=4k,kp=0,0.9903,2
64,n<=32,sr<=70%,kvB<=64k,kp<=16k,1.0055,1
64,n<=32,sr<=70%,kvB<=64k,kp<=2k,0.989,2
64,n<=32,sr<=70%,kvB<=64k,kp<=32k,0.9892,2
64,n<=32,sr<=70%,kvB<=64k,kp<=512,0.9939,2
64,n<=32,sr<=70%,kvB<=64k,kp<=8k,0.9917,2
64,n<=32,sr<=70%,kvB<=64k,kp=0,0.9924,2
64,n<=32,sr>70%,kvB<=16k,kp<=16k,0.9731,4
64,n<=32,sr>70%,kvB<=16k,kp<=2k,0.9692,4
64,n<=32,sr>70%,kvB<=16k,kp<=32k,0.9743,4
64,n<=32,sr>70%,kvB<=16k,kp<=512,0.9783,4
64,n<=32,sr>70%,kvB<=16k,kp<=8k,0.9643,4
64,n<=32,sr>70%,kvB<=16k,kp=0,0.9942,4
64,n<=32,sr>70%,kvB<=1k,kp<=16k,-2.1126,3
64,n<=32,sr>70%,kvB<=1k,kp<=2k,0.8706,4
64,n<=32,sr>70%,kvB<=1k,kp<=32k,0.254,2
64,n<=32,sr>70%,kvB<=1k,kp<=512,0.8448,4
64,n<=32,sr>70%,kvB<=1k,kp<=8k,0.9289,4
64,n<=32,sr>70%,kvB<=1k,kp=0,0.9121,4
64,n<=32,sr>70%,kvB<=4k,kp<=16k,0.993,4
64,n<=32,sr>70%,kvB<=4k,kp<=2k,0.9809,4
64,n<=32,sr>70%,kvB<=4k,kp<=32k,0.1568,4
64,n<=32,sr>70%,kvB<=4k,kp<=512,0.9644,4
64,n<=32,sr>70%,kvB<=4k,kp<=8k,1.0225,4
64,n<=32,sr>70%,kvB<=4k,kp=0,0.967,4
64,n<=32,sr>70%,kvB<=64k,kp<=16k,0.9997,2
64,n<=32,sr>70%,kvB<=64k,kp<=2k,0.968,4
64,n<=32,sr>70%,kvB<=64k,kp<=32k,0.9895,4
64,n<=32,sr>70%,kvB<=64k,kp<=512,1.0056,4
64,n<=32,sr>70%,kvB<=64k,kp<=8k,0.9947,4
64,n<=32,sr>70%,kvB<=64k,kp=0,0.9976,4
64,n<=4,sr<=40%,kvB<=16k,kp<=16k,0.0009,2
64,n<=4,sr<=40%,kvB<=16k,kp<=2k,0.6955,2
64,n<=4,sr<=40%,kvB<=16k,kp<=32k,-0.0376,1
64,n<=4,sr<=40%,kvB<=16k,kp<=512,0.8906,2
64,n<=4,sr<=40%,kvB<=16k,kp<=8k,0.0973,2
64,n<=4,sr<=40%,kvB<=16k,kp=0,0.9972,2
64,n<=4,sr<=40%,kvB<=1k,kp<=2k,0.0132,2
64,n<=4,sr<=40%,kvB<=1k,kp<=32k,0.2481,1
64,n<=4,sr<=40%,kvB<=1k,kp<=512,0.1095,2
64,n<=4,sr<=40%,kvB<=1k,kp<=8k,13.617,1
64,n<=4,sr<=40%,kvB<=1k,kp=0,0.9883,2
64,n<=4,sr<=40%,kvB<=4k,kp<=16k,0.4034,2
64,n<=4,sr<=40%,kvB<=4k,kp<=2k,0.0424,2
64,n<=4,sr<=40%,kvB<=4k,kp<=32k,5.3068,2
64,n<=4,sr<=40%,kvB<=4k,kp<=512,0.5721,2
64,n<=4,sr<=40%,kvB<=4k,kp<=8k,-0.0787,2
64,n<=4,sr<=40%,kvB<=4k,kp=0,0.9873,2
64,n<=4,sr<=40%,kvB<=64k,kp<=16k,0.1911,1
64,n<=4,sr<=40%,kvB<=64k,kp<=2k,0.9312,2
64,n<=4,sr<=40%,kvB<=64k,kp<=32k,0.1198,2
64,n<=4,sr<=40%,kvB<=64k,kp<=512,0.9768,2
64,n<=4,sr<=40%,kvB<=64k,kp<=8k,0.7313,2
64,n<=4,sr<=40%,kvB<=64k,kp=0,0.9972,2
64,n<=4,sr<=70%,kvB<=16k,kp<=16k,-0.0149,2
64,n<=4,sr<=70%,kvB<=16k,kp<=2k,0.5537,2
64,n<=4,sr<=70%,kvB<=16k,kp<=32k,-0.0157,2
64,n<=4,sr<=70%,kvB<=16k,kp<=512,0.8439,2
64,n<=4,sr<=70%,kvB<=16k,kp<=8k,-0.2011,2
64,n<=4,sr<=70%,kvB<=16k,kp=0,0.9985,2
64,n<=4,sr<=70%,kvB<=1k,kp<=16k,-0.0819,2
64,n<=4,sr<=70%,kvB<=1k,kp<=2k,-0.0916,1
64,n<=4,sr<=70%,kvB<=1k,kp<=512,-0.3795,2
64,n<=4,sr<=70%,kvB<=1k,kp=0,0.9859,2
64,n<=4,sr<=70%,kvB<=4k,kp<=16k,-0.1794,1
64,n<=4,sr<=70%,kvB<=4k,kp<=2k,-0.2437,2
64,n<=4,sr<=70%,kvB<=4k,kp<=32k,-4.2353,1
64,n<=4,sr<=70%,kvB<=4k,kp<=512,0.3726,2
64,n<=4,sr<=70%,kvB<=4k,kp<=8k,0.035,2
64,n<=4,sr<=70%,kvB<=4k,kp=0,0.986,2
64,n<=4,sr<=70%,kvB<=64k,kp<=16k,-0.3523,1
64,n<=4,sr<=70%,kvB<=64k,kp<=2k,0.8941,2
64,n<=4,sr<=70%,kvB<=64k,kp<=32k,-0.1734,2
64,n<=4,sr<=70%,kvB<=64k,kp<=512,0.9687,2
64,n<=4,sr<=70%,kvB<=64k,kp<=8k,0.5917,2
64,n<=4,sr<=70%,kvB<=64k,kp=0,1.0017,2
64,n<=4,sr>70%,kvB<=16k,kp<=16k,1.0028,2
64,n<=4,sr>70%,kvB<=16k,kp<=2k,0.9952,2
64,n<=4,sr>70%,kvB<=16k,kp<=32k,0.9897,2
64,n<=4,sr>70%,kvB<=16k,kp<=512,0.987,2
64,n<=4,sr>70%,kvB<=16k,kp<=8k,0.9976,2
64,n<=4,sr>70%,kvB<=16k,kp=0,1.0061,2
64,n<=4,sr>70%,kvB<=1k,kp<=16k,0.2898,1
64,n<=4,sr>70%,kvB<=1k,kp<=2k,0.8937,1
64,n<=4,sr>70%,kvB<=1k,kp<=32k,1.3403,1
64,n<=4,sr>70%,kvB<=1k,kp<=512,0.9623,2
64,n<=4,sr>70%,kvB<=1k,kp<=8k,-0.2398,1
64,n<=4,sr>70%,kvB<=1k,kp=0,0.9846,2
64,n<=4,sr>70%,kvB<=4k,kp<=16k,-3.2919,1
64,n<=4,sr>70%,kvB<=4k,kp<=2k,0.9949,2
64,n<=4,sr>70%,kvB<=4k,kp<=32k,0.5139,2
64,n<=4,sr>70%,kvB<=4k,kp<=512,0.9866,2
