pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
16,n<=32,sr<=40%,kvB<=1k,kp<=16k,-0.103,2
16,n<=32,sr<=40%,kvB<=1k,kp<=2k,-0.1038,1
16,n<=32,sr<=40%,kvB<=1k,kp<=32k,-0.1626,2
16,n<=32,sr<=40%,kvB<=1k,kp<=512,0.0282,2
16,n<=32,sr<=40%,kvB<=1k,kp<=8k,0.2571,2
16,n<=32,sr<=40%,kvB<=1k,kp=0,0.3911,2
16,n<=32,sr<=40%,kvB<=4k,kp<=16k,0.9952,2
16,n<=32,sr<=40%,kvB<=4k,kp<=2k,0.0222,2
16,n<=32,sr<=40%,kvB<=4k,kp<=32k,0.5971,2
16,n<=32,sr<=40%,kvB<=4k,kp<=512,-0.4084,2
16,n<=32,sr<=40%,kvB<=4k,kp<=8k,0.0398,2
16,n<=32,sr<=40%,kvB<=4k,kp=0,0.132,2
16,n<=32,sr<=40%,kvB<=64k,kp<=16k,0.0942,1
16,n<=32,sr<=40%,kvB<=64k,kp<=2k,0.0156,2
16,n<=32,sr<=40%,kvB<=64k,kp<=32k,0.0854,2
16,n<=32,sr<=40%,kvB<=64k,kp<=512,0.0804,2
16,n<=32,sr<=40%,kvB<=64k,kp<=8k,0.1106,2
16,n<=32,sr<=40%,kvB<=64k,kp=0,0.1261,2
16,n<=32,sr<=5%,kvB<=16k,kp<=16k,0.0584,2
16,n<=32,sr<=5%,kvB<=16k,kp<=2k,-0.03,2
16,n<=32,sr<=5%,kvB<=16k,kp<=32k,-0.0146,2
16,n<=32,sr<=5%,kvB<=16k,kp<=512,0.1333,2
16,n<=32,sr<=5%,kvB<=16k,kp<=8k,0.29,2
16,n<=32,sr<=5%,kvB<=16k,kp=0,0.2866,2
16,n<=32,sr<=5%,kvB<=1k,kp<=16k,0.0026,2
16,n<=32,sr<=5%,kvB<=1k,kp<=2k,0.0236,2
16,n<=32,sr<=5%,kvB<=1k,kp<=32k,0.1007,2
16,n<=32,sr<=5%,kvB<=1k,kp<=512,-0.0706,2
16,n<=32,sr<=5%,kvB<=1k,kp<=8k,-0.0479,2
16,n<=32,sr<=5%,kvB<=1k,kp=0,0.6963,2
16,n<=32,sr<=5%,kvB<=4k,kp<=16k,-0.0288,2
16,n<=32,sr<=5%,kvB<=4k,kp<=2k,0.2984,2
16,n<=32,sr<=5%,kvB<=4k,kp<=32k,-0.0151,2
16,n<=32,sr<=5%,kvB<=4k,kp<=512,-0.055,2
16,n<=32,sr<=5%,kvB<=4k,kp<=8k,-0.0147,2
16,n<=32,sr<=5%,kvB<=4k,kp=0,0.1286,2
16,n<=32,sr<=5%,kvB<=64k,kp<=16k,0.3138,1
16,n<=32,sr<=5%,kvB<=64k,kp<=2k,0.1888,2
16,n<=32,sr<=5%,kvB<=64k,kp<=32k,0.2926,2
16,n<=32,sr<=5%,kvB<=64k,kp<=512,0.2659,2
16,n<=32,sr<=5%,kvB<=64k,kp<=8k,-0.0318,2
16,n<=32,sr<=5%,kvB<=64k,kp=0,0.3072,2
16,n<=32,sr<=70%,kvB<=16k,kp<=16k,0.2691,1
16,n<=32,sr<=70%,kvB<=16k,kp<=2k,-0.4208,2
16,n<=32,sr<=70%,kvB<=16k,kp<=32k,0.0007,1
16,n<=32,sr<=70%,kvB<=16k,kp<=512,-0.2641,2
16,n<=32,sr<=70%,kvB<=16k,kp<=8k,0.0558,2
16,n<=32,sr<=70%,kvB<=16k,kp=0,0.0601,2
16,n<=32,sr<=70%,kvB<=1k,kp<=16k,0.396,2
16,n<=32,sr<=70%,kvB<=1k,kp<=2k,-0.0142,1
16,n<=32,sr<=70%,kvB<=1k,kp<=32k,0.4418,2
16,n<=32,sr<=70%,kvB<=1k,kp<=512,0.11,2
16,n<=32,sr<=70%,kvB<=1k,kp<=8k,-0.2508,1
16,n<=32,sr<=70%,kvB<=1k,kp=0,-0.6402,2
16,n<=32,sr<=70%,kvB<=4k,kp<=16k,-0.0095,1
16,n<=32,sr<=70%,kvB<=4k,kp<=2k,-0.0536,2
16,n<=32,sr<=70%,kvB<=4k,kp<=32k,0.9114,2
16,n<=32,sr<=70%,kvB<=4k,kp<=512,-0.728,2
16,n<=32,sr<=70%,kvB<=4k,kp<=8k,0.0027,1
16,n<=32,sr<=70%,kvB<=4k,kp=0,-0.3299,2
16,n<=32,sr<=70%,kvB<=64k,kp<=16k,0.0287,1
16,n<=32,sr<=70%,kvB<=64k,kp<=2k,-0.1195,2
16,n<=32,sr<=70%,kvB<=64k,kp<=32k,0.0758,2
16,n<=32,sr<=70%,kvB<=64k,kp<=512,0.0172,2
16,n<=32,sr<=70%,kvB<=64k,kp<=8k,-0.3481,2
16,n<=32,sr<=70%,kvB<=64k,kp=0,0.0917,2
16,n<=32,sr>70%,kvB<=16k,kp<=16k,0.9481,3
16,n<=32,sr>70%,kvB<=16k,kp<=2k,0.7518,4
16,n<=32,sr>70%,kvB<=16k,kp<=32k,0.9962,2
16,n<=32,sr>70%,kvB<=16k,kp<=512,2.0897,4
16,n<=32,sr>70%,kvB<=16k,kp<=8k,0.0082,4
16,n<=32,sr>70%,kvB<=16k,kp=0,3.1249,4
16,n<=32,sr>70%,kvB<=1k,kp<=16k,0.1147,4
16,n<=32,sr>70%,kvB<=1k,kp<=2k,0.9145,3
16,n<=32,sr>70%,kvB<=1k,kp<=32k,0.6166,4
16,n<=32,sr>70%,kvB<=1k,kp<=512,0.8012,4
16,n<=32,sr>70%,kvB<=1k,kp<=8k,0.0327,2
16,n<=32,sr>70%,kvB<=1k,kp=0,0.4009,3
16,n<=32,sr>70%,kvB<=4k,kp<=16k,0.9627,2
16,n<=32,sr>70%,kvB<=4k,kp<=2k,-0.1331,4
16,n<=32,sr>70%,kvB<=4k,kp<=32k,0.5862,2
16,n<=32,sr>70%,kvB<=4k,kp<=512,0.4091,4
16,n<=32,sr>70%,kvB<=4k,kp<=8k,0.976,2
16,n<=32,sr>70%,kvB<=4k,kp=0,3.3014,4
16,n<=32,sr>70%,kvB<=64k,kp<=16k,-0.206,2
16,n<=32,sr>70%,kvB<=64k,kp<=2k,2.1163,4
16,n<=32,sr>70%,kvB<=64k,kp<=32k,0.0434,4
16,n<=32,sr>70%,kvB<=64k,kp<=512,2.8582,4
16,n<=32,sr>70%,kvB<=64k,kp<=8k,0.7737,4
16,n<=32,sr>70%,kvB<=64k,kp=0,3.1198,4
16,n<=4,sr<=40%,kvB<=16k,kp<=16k,-0.9917,1
16,n<=4,sr<=40%,kvB<=16k,kp<=2k,1.008,2
16,n<=4,sr<=40%,kvB<=16k,kp<=32k,-0.0646,2
16,n<=4,sr<=40%,kvB<=16k,kp<=512,1.0238,2
16,n<=4,sr<=40%,kvB<=16k,kp=0,0.9921,2
16,n<=4,sr<=40%,kvB<=1k,kp<=16k,-5.5956,1
16,n<=4,sr<=40%,kvB<=1k,kp<=2k,-0.0146,2
16,n<=4,sr<=40%,kvB<=1k,kp<=32k,14.1667,1
16,n<=4,sr<=40%,kvB<=1k,kp<=512,-0.1147,1
16,n<=4,sr<=40%,kvB<=1k,kp=0,0.966,5
16,n<=4,sr<=40%,kvB<=4k,kp<=16k,0.004,2
16,n<=4,sr<=40%,kvB<=4k,kp<=2k,0.9884,1
16,n<=4,sr<=40%,kvB<=4k,kp<=32k,1.0844,1
16,n<=4,sr<=40%,kvB<=4k,kp<=512,1.0091,2
16,n<=4,sr<=40%,kvB<=4k,kp<=8k,-0.093,2
16,n<=4,sr<=40%,kvB<=4k,kp=0,0.9513,3
16,n<=4,sr<=40%,kvB<=64k,kp<=2k,1.0023,2
16,n<=4,sr<=40%,kvB<=64k,kp<=512,0.9935,2
16,n<=4,sr<=40%,kvB<=64k,kp<=8k,0.9992,2
16,n<=4,sr<=40%,kvB<=64k,kp=0,1.0085,2
16,n<=4,sr<=70%,kvB<=16k,kp<=16k,1.0086,1
16,n<=4,sr<=70%,kvB<=16k,kp<=2k,1.006,2
16,n<=4,sr<=70%,kvB<=16k,kp<=32k,0.1965,2
16,n<=4,sr<=70%,kvB<=16k,kp<=512,1.0368,2
16,n<=4,sr<=70%,kvB<=16k,kp<=8k,0.9974,1
16,n<=4,sr<=70%,kvB<=16k,kp=0,0.9989,2
16,n<=4,sr<=70%,kvB<=1k,kp<=16k,-0.2651,2
16,n<=4,sr<=70%,kvB<=1k,kp<=2k,0.0914,2
16,n<=4,sr<=70%,kvB<=1k,kp<=32k,0.2977,1
16,n<=4,sr<=70%,kvB<=1k,kp<=512,-1.6318,1
16,n<=4,sr<=70%,kvB<=1k,kp=0,0.8899,4
16,n<=4,sr<=70%,kvB<=4k,kp<=16k,-0.0455,2
16,n<=4,sr<=70%,kvB<=4k,kp<=2k,0.9942,2
16,n<=4,sr<=70%,kvB<=4k,kp<=32k,1.4788,1
16,n<=4,sr<=70%,kvB<=4k,kp<=512,1.0401,2
16,n<=4,sr<=70%,kvB<=4k,kp<=8k,0.1681,2
16,n<=4,sr<=70%,kvB<=4k,kp=0,0.982,2
16,n<=4,sr<=70%,kvB<=64k,kp<=16k,0.9821,1
16,n<=4,sr<=70%,kvB<=64k,kp<=2k,1.0045,2
16,n<=4,sr<=70%,kvB<=64k,kp<=32k,0.9913,1
16,n<=4,sr<=70%,kvB<=64k,kp<=512,1.0023,2
16,n<=4,sr<=70%,kvB<=64k,kp<=8k,1.0085,2
16,n<=4,sr<=70%,kvB<=64k,kp=0,0.9959,2
16,n<=4,sr>70%,kvB<=16k,kp<=16k,1.0106,1
16,n<=4,sr>70%,kvB<=16k,kp<=2k,1.0303,2
16,n<=4,sr>70%,kvB<=16k,kp<=32k,1.0001,2
16,n<=4,sr>70%,kvB<=16k,kp<=512,1.0131,2
16,n<=4,sr>70%,kvB<=16k,kp<=8k,0.9782,1
16,n<=4,sr>70%,kvB<=16k,kp=0,1.0144,2
16,n<=4,sr>70%,kvB<=1k,kp<=16k,1.4057,1
16,n<=4,sr>70%,kvB<=1k,kp<=2k,0.9397,2
16,n<=4,sr>70%,kvB<=1k,kp<=32k,0.9364,1
16,n<=4,sr>70%,kvB<=1k,kp<=512,0.5391,2
16,n<=4,sr>70%,kvB<=1k,kp=0,0.6271,2
16,n<=4,sr>70%,kvB<=4k,kp<=16k,0.9782,1
16,n<=4,sr>70%,kvB<=4k,kp<=2k,0.9311,2
16,n<=4,sr>70%,kvB<=4k,kp<=32k,0.6211,1
16,n<=4,sr>70%,kvB<=4k,kp<=512,0.9738,2
16,n<=4,sr>70%,kvB<=4k,kp<=8k,0.9901,2
16,n<=4,sr>70%,kvB<=4k,kp=0,0.9458,2
16,n<=4,sr>70%,kvB<=64k,kp<=16k,0.976,1
16,n<=4,sr>70%,kvB<=64k,kp<=2k,1.0089,2
16,n<=4,sr>70%,kvB<=64k,kp<=32k,0.9898,1
16,n<=4,sr>70%,kvB<=64k,kp<=512,0.9984,2
16,n<=4,sr>70%,kvB<=64k,kp<=8k,1.0019,2
16,n<=4,sr>70%,kvB<=64k,kp=0,1.0007,2
16,n<=64,sr<=15%,kvB<=16k,kp<=16k,0.0691,4
16,n<=64,sr<=15%,kvB<=16k,kp<=2k,0.0431,4
16,n<=64,sr<=15%,kvB<=16k,kp<=32k,-0.0643,4
16,n<=64,sr<=15%,kvB<=16k,kp<=512,0.2091,4
16,n<=64,sr<=15%,kvB<=16k,kp<=8k,-0.0472,4
16,n<=64,sr<=15%,kvB<=16k,kp=0,0.292,4
16,n<=64,sr<=15%,kvB<=1k,kp<=16k,-0.0222,4
16,n<=64,sr<=15%,kvB<=1k,kp<=2k,0.004,4
16,n<=64,sr<=15%,kvB<=1k,kp<=32k,-0.0466,4
16,n<=64,sr<=15%,kvB<=1k,kp<=512,-0.0175,4
16,n<=64,sr<=15%,kvB<=1k,kp<=8k,0.1323,4
16,n<=64,sr<=15%,kvB<=1k,kp=0,0.5835,4
16,n<=64,sr<=15%,kvB<=4k,kp<=16k,0.0828,4
16,n<=64,sr<=15%,kvB<=4k,kp<=2k,-0.0355,4
16,n<=64,sr<=15%,kvB<=4k,kp<=32k,0.1787,4
16,n<=64,sr<=15%,kvB<=4k,kp<=512,0.07,4
16,n<=64,sr<=15%,kvB<=4k,kp<=8k,-0.0699,4
16,n<=64,sr<=15%,kvB<=4k,kp=0,0.3221,4
16,n<=64,sr<=15%,kvB<=64k,kp<=16k,-0.1268,2
16,n<=64,sr<=15%,kvB<=64k,kp<=2k,0.2053,4
16,n<=64,sr<=15%,kvB<=64k,kp<=32k,-0.0487,4
16,n<=64,sr<=15%,kvB<=64k,kp<=512,0.2459,4
16,n<=64,sr<=15%,kvB<=64k,kp<=8k,0.0417,4
16,n<=64,sr<=15%,kvB<=64k,kp=0,0.2681,4
16,n<=64,sr<=40%,kvB<=16k,kp<=16k,-0.0818,2
16,n<=64,sr<=40%,kvB<=16k,kp<=2k,-0.1408,2
16,n<=64,sr<=40%,kvB<=16k,kp<=32k,-0.0064,2
16,n<=64,sr<=40%,kvB<=16k,kp<=512,0.2075,2
16,n<=64,sr<=40%,kvB<=16k,kp<=8k,-0.1406,2
16,n<=64,sr<=40%,kvB<=16k,kp=0,0.3149,2
16,n<=64,sr<=40%,kvB<=1k,kp<=16k,0.3312,2
16,n<=64,sr<=40%,kvB<=1k,kp<=2k,0.0973,2
16,n<=64,sr<=40%,kvB<=1k,kp<=32k,0.3359,2
16,n<=64,sr<=40%,kvB<=1k,kp<=512,0.1308,2
16,n<=64,sr<=40%,kvB<=1k,kp<=8k,0.0019,2
16,n<=64,sr<=40%,kvB<=1k,kp=0,0.6242,2
16,n<=64,sr<=40%,kvB<=4k,kp<=16k,0.2194,2
16,n<=64,sr<=40%,kvB<=4k,kp<=2k,-0.0942,2
16,n<=64,sr<=40%,kvB<=4k,kp<=32k,0.4289,2
16,n<=64,sr<=40%,kvB<=4k,kp<=512,-0.0777,2
16,n<=64,sr<=40%,kvB<=4k,kp<=8k,-0.0084,2
16,n<=64,sr<=40%,kvB<=4k,kp=0,0.4436,2
16,n<=64,sr<=40%,kvB<=64k,kp<=16k,-0.1854,1
16,n<=64,sr<=40%,kvB<=64k,kp<=2k,0.1868,2
16,n<=64,sr<=40%,kvB<=64k,kp<=32k,-0.1565,2
16,n<=64,sr<=40%,kvB<=64k,kp<=512,0.2386,2
16,n<=64,sr<=40%,kvB<=64k,kp<=8k,-0.1489,2
16,n<=64,sr<=40%,kvB<=64k,kp=0,0.2678,2
16,n<=64,sr<=5%,kvB<=16k,kp<=16k,0.0717,6
16,n<=64,sr<=5%,kvB<=16k,kp<=2k,0.0981,6
16,n<=64,sr<=5%,kvB<=16k,kp<=32k,-0.0197,6
16,n<=64,sr<=5%,kvB<=16k,kp<=512,0.2519,6
16,n<=64,sr<=5%,kvB<=16k,kp<=8k,0.0157,6
16,n<=64,sr<=5%,kvB<=16k,kp=0,0.3309,6
16,n<=64,sr<=5%,kvB<=1k,kp<=16k,-0.005,6
16,n<=64,sr<=5%,kvB<=1k,kp<=2k,0.0155,6
16,n<=64,sr<=5%,kvB<=1k,kp<=32k,0.0252,6
16,n<=64,sr<=5%,kvB<=1k,kp<=512,-0.0667,6
16,n<=64,sr<=5%,kvB<=1k,kp<=8k,-0.0199,6
16,n<=64,sr<=5%,kvB<=1k,kp=0,0.4532,6
16,n<=64,sr<=5%,kvB<=4k,kp<=16k,-0.0061,6
16,n<=64,sr<=5%,kvB<=4k,kp<=2k,0.0263,6
16,n<=64,sr<=5%,kvB<=4k,kp<=32k,-0.0117,6
16,n<=64,sr<=5%,kvB<=4k,kp<=512,0.0639,6
16,n<=64,sr<=5%,kvB<=4k,kp<=8k,-0.0162,6
16,n<=64,sr<=5%,kvB<=4k,kp=0,0.3196,6
16,n<=64,sr<=5%,kvB<=64k,kp<=16k,-0.026,3
16,n<=64,sr<=5%,kvB<=64k,kp<=2k,0.2538,6
16,n<=64,sr<=5%,kvB<=64k,kp<=32k,0.0122,6
16,n<=64,sr<=5%,kvB<=64k,kp<=512,0.2927,6
16,n<=64,sr<=5%,kvB<=64k,kp<=8k,0.1007,6
16,n<=64,sr<=5%,kvB<=64k,kp=0,0.3146,6
16,n<=64,sr<=70%,kvB<=16k,kp<=16k,-0.0936,2
16,n<=64,sr<=70%,kvB<=16k,kp<=2k,-0.013,2
16,n<=64,sr<=70%,kvB<=16k,kp<=32k,-0.0026,2
16,n<=64,sr<=70%,kvB<=16k,kp<=512,0.2799,2
16,n<=64,sr<=70%,kvB<=16k,kp<=8k,-0.1671,2
16,n<=64,sr<=70%,kvB<=16k,kp=0,0.4452,2
16,n<=64,sr<=70%,kvB<=1k,kp<=16k,0.6516,2
16,n<=64,sr<=70%,kvB<=1k,kp<=2k,-0.0112,1
16,n<=64,sr<=70%,kvB<=1k,kp<=32k,0.5063,2
16,n<=64,sr<=70%,kvB<=1k,kp<=512,0.0202,2
16,n<=64,sr<=70%,kvB<=1k,kp<=8k,-0.0799,1
16,n<=64,sr<=70%,kvB<=1k,kp=0,1.361,2
16,n<=64,sr<=70%,kvB<=4k,kp<=16k,-0.024,2
16,n<=64,sr<=70%,kvB<=4k,kp<=2k,0.0595,2
16,n<=64,sr<=70%,kvB<=4k,kp<=32k,0.0487,2
16,n<=64,sr<=70%,kvB<=4k,kp<=512,0.1836,2
16,n<=64,sr<=70%,kvB<=4k,kp<=8k,-0.0003,2
16,n<=64,sr<=70%,kvB<=4k,kp=0,0.7702,2
16,n<=64,sr<=70%,kvB<=64k,kp<=16k,-0.3003,1
16,n<=64,sr<=70%,kvB<=64k,kp<=2k,0.2349,2
16,n<=64,sr<=70%,kvB<=64k,kp<=32k,-0.2172,2
16,n<=64,sr<=70%,kvB<=64k,kp<=512,0.3122,2
16,n<=64,sr<=70%,kvB<=64k,kp<=8k,-0.0625,2
16,n<=64,sr<=70%,kvB<=64k,kp=0,0.3521,2
16,n<=64,sr>70%,kvB<=16k,kp<=16k,-0.3973,4
16,n<=64,sr>70%,kvB<=16k,kp<=2k,0.4982,4
16,n<=64,sr>70%,kvB<=16k,kp<=32k,0.9935,3
16,n<=64,sr>70%,kvB<=16k,kp<=512,1.0192,4
16,n<=64,sr>70%,kvB<=16k,kp<=8k,-1.1077,4
16,n<=64,sr>70%,kvB<=16k,kp=0,1.4184,4
16,n<=64,sr>70%,kvB<=1k,kp<=16k,0.6892,4
16,n<=64,sr>70%,kvB<=1k,kp<=2k,0.9003,4
16,n<=64,sr>70%,kvB<=1k,kp<=32k,0.5785,4
16,n<=64,sr>70%,kvB<=1k,kp<=512,-0.9655,4
16,n<=64,sr>70%,kvB<=1k,kp<=8k,-0.7857,2
16,n<=64,sr>70%,kvB<=1k,kp=0,1.7909,4
16,n<=64,sr>70%,kvB<=4k,kp<=16k,-1.2324,3
16,n<=64,sr>70%,kvB<=4k,kp<=2k,-1.0944,4
16,n<=64,sr>70%,kvB<=4k,kp<=32k,-0.4104,4
16,n<=64,sr>70%,kvB<=4k,kp<=512,1.1165,4
16,n<=64,sr>70%,kvB<=4k,kp<=8k,1.0194,3
16,n<=64,sr>70%,kvB<=4k,kp=0,2.1726,4
16,n<=64,sr>70%,kvB<=64k,kp<=16k,-1.4747,2
16,n<=64,sr>70%,kvB<=64k,kp<=2k,0.8436,4
16,n<=64,sr>70%,kvB<=64k,kp<=32k,-1.0568,4
16,n<=64,sr>70%,kvB<=64k,kp<=512,0.9976,4
16,n<=64,sr>70%,kvB<=64k,kp<=8k,0.3374,4
16,n<=64,sr>70%,kvB<=64k,kp=0,1.0848,4
16,n<=8,sr<=15%,kvB<=16k,kp<=16k,0.2992,1
16,n<=8,sr<=15%,kvB<=16k,kp<=2k,1.0779,2
16,n<=8,sr<=15%,kvB<=16k,kp<=32k,-0.144,1
16,n<=8,sr<=15%,kvB<=16k,kp<=512,0.9871,2
16,n<=8,sr<=15%,kvB<=16k,kp<=8k,0.4366,2
16,n<=8,sr<=15%,kvB<=16k,kp=0,0.9896,2
16,n<=8,sr<=15%,kvB<=1k,kp<=16k,-0.0107,2
16,n<=8,sr<=15%,kvB<=1k,kp<=2k,-0.0064,1
16,n<=8,sr<=15%,kvB<=1k,kp<=32k,0.5596,2
16,n<=8,sr<=15%,kvB<=1k,kp<=512,0.0419,2
16,n<=8,sr<=15%,kvB<=1k,kp<=8k,-0.0455,2
16,n<=8,sr<=15%,kvB<=1k,kp=0,0.8278,5
16,n<=8,sr<=15%,kvB<=4k,kp<=16k,-0.098,2
16,n<=8,sr<=15%,kvB<=4k,kp<=2k,0.0546,2
16,n<=8,sr<=15%,kvB<=4k,kp<=32k,0.0006,2
16,n<=8,sr<=15%,kvB<=4k,kp<=512,1.3942,1
16,n<=8,sr<=15%,kvB<=4k,kp<=8k,-0.1368,1
16,n<=8,sr<=15%,kvB<=4k,kp=0,0.8537,3
16,n<=8,sr<=15%,kvB<=64k,kp<=16k,0.9756,1
16,n<=8,sr<=15%,kvB<=64k,kp<=2k,0.9936,2
16,n<=8,sr<=15%,kvB<=64k,kp<=32k,0.4966,2
16,n<=8,sr<=15%,kvB<=64k,kp<=512,0.9939,2
16,n<=8,sr<=15%,kvB<=64k,kp<=8k,1.0199,2
16,n<=8,sr<=15%,kvB<=64k,kp=0,0.9981,2
16,n<=8,sr<=40%,kvB<=16k,kp<=16k,0.0298,2
16,n<=8,sr<=40%,kvB<=16k,kp<=2k,1.0434,4
16,n<=8,sr<=40%,kvB<=16k,kp<=32k,0.2184,2
16,n<=8,sr<=40%,kvB<=16k,kp<=512,0.9844,4
16,n<=8,sr<=40%,kvB<=16k,kp<=8k,0.0244,2
16,n<=8,sr<=40%,kvB<=16k,kp=0,0.9795,4
16,n<=8,sr<=40%,kvB<=1k,kp<=16k,-0.0036,4
16,n<=8,sr<=40%,kvB<=1k,kp<=2k,0.2789,2
16,n<=8,sr<=40%,kvB<=1k,kp<=32k,0.4548,2
16,n<=8,sr<=40%,kvB<=1k,kp<=512,0.0071,3
16,n<=8,sr<=40%,kvB<=1k,kp<=8k,-0.2539,4
16,n<=8,sr<=40%,kvB<=1k,kp=0,0.8018,4
16,n<=8,sr<=40%,kvB<=4k,kp<=16k,0.1124,4
16,n<=8,sr<=40%,kvB<=4k,kp<=2k,0.0358,2
16,n<=8,sr<=40%,kvB<=4k,kp<=32k,-0.0117,4
16,n<=8,sr<=40%,kvB<=4k,kp<=512,1.3814,4
16,n<=8,sr<=40%,kvB<=4k,kp<=8k,0.1995,2
16,n<=8,sr<=40%,kvB<=4k,kp=0,0.8967,4
16,n<=8,sr<=40%,kvB<=64k,kp<=2k,0.9934,4
16,n<=8,sr<=40%,kvB<=64k,kp<=32k,0.0352,2
16,n<=8,sr<=40%,kvB<=64k,kp<=512,0.9949,4
16,n<=8,sr<=40%,kvB<=64k,kp<=8k,1.0179,4
16,n<=8,sr<=40%,kvB<=64k,kp=0,1.0024,4
16,n<=8,sr<=70%,kvB<=16k,kp<=16k,-0.0019,1
16,n<=8,sr<=70%,kvB<=16k,kp<=2k,1.0746,2
16,n<=8,sr<=70%,kvB<=16k,kp<=32k,0.9894,1
16,n<=8,sr<=70%,kvB<=16k,kp<=512,0.9712,2
16,n<=8,sr<=70%,kvB<=16k,kp<=8k,0.0118,1
16,n<=8,sr<=70%,kvB<=16k,kp=0,0.9752,2
16,n<=8,sr<=70%,kvB<=1k,kp<=16k,-0.0068,1
16,n<=8,sr<=70%,kvB<=1k,kp<=2k,0.9604,2
16,n<=8,sr<=70%,kvB<=1k,kp<=32k,0.1605,1
16,n<=8,sr<=70%,kvB<=1k,kp<=512,-0.0854,1
16,n<=8,sr<=70%,kvB<=1k,kp<=8k,-0.4623,2
16,n<=8,sr<=70%,kvB<=1k,kp=0,0.5475,2
16,n<=8,sr<=70%,kvB<=4k,kp<=16k,0.6072,2
16,n<=8,sr<=70%,kvB<=4k,kp<=2k,0.0087,1
16,n<=8,sr<=70%,kvB<=4k,kp<=32k,-0.8869,2
16,n<=8,sr<=70%,kvB<=4k,kp<=512,1.4295,2
16,n<=8,sr<=70%,kvB<=4k,kp<=8k,0.9737,1
16,n<=8,sr<=70%,kvB<=4k,kp=0,0.8587,2
16,n<=8,sr<=70%,kvB<=64k,kp<=2k,0.9878,2
16,n<=8,sr<=70%,kvB<=64k,kp<=32k,0.0017,1
16,n<=8,sr<=70%,kvB<=64k,kp<=512,0.9946,2
16,n<=8,sr<=70%,kvB<=64k,kp<=8k,1.0295,2
16,n<=8,sr<=70%,kvB<=64k,kp=0,0.9902,2
16,n<=8,sr>70%,kvB<=16k,kp<=16k,0.383,2
16,n<=8,sr>70%,kvB<=16k,kp<=2k,0.9549,4
16,n<=8,sr>70%,kvB<=16k,kp<=32k,0.9979,2
16,n<=8,sr>70%,kvB<=16k,kp<=512,0.9859,4
16,n<=8,sr>70%,kvB<=16k,kp<=8k,0.404,3
16,n<=8,sr>70%,kvB<=16k,kp=0,0.9397,4
16,n<=8,sr>70%,kvB<=1k,kp<=16k,0.4725,2
16,n<=8,sr>70%,kvB<=1k,kp<=2k,0.9096,3
16,n<=8,sr>70%,kvB<=1k,kp<=32k,1.0713,3
16,n<=8,sr>70%,kvB<=1k,kp<=512,0.7475,3
16,n<=8,sr>70%,kvB<=1k,kp<=8k,0.2725,4
16,n<=8,sr>70%,kvB<=1k,kp=0,0.5874,4
16,n<=8,sr>70%,kvB<=4k,kp<=16k,0.9813,4
16,n<=8,sr>70%,kvB<=4k,kp<=2k,0.2017,3
16,n<=8,sr>70%,kvB<=4k,kp<=32k,0.7591,4
16,n<=8,sr>70%,kvB<=4k,kp<=512,0.8925,4
16,n<=8,sr>70%,kvB<=4k,kp<=8k,0.9587,2
16,n<=8,sr>70%,kvB<=4k,kp=0,0.8085,4
16,n<=8,sr>70%,kvB<=64k,kp<=16k,-1.6176,1
16,n<=8,sr>70%,kvB<=64k,kp<=2k,0.997,4
16,n<=8,sr>70%,kvB<=64k,kp<=32k,0.4355,3
16,n<=8,sr>70%,kvB<=64k,kp<=512,0.9889,4
16,n<=8,sr>70%,kvB<=64k,kp<=8k,0.9766,4
16,n<=8,sr>70%,kvB<=64k,kp=0,0.9686,4
64,n<=128,sr<=15%,kvB<=16k,kp<=16k,0.242,4
64,n<=128,sr<=15%,kvB<=16k,kp<=2k,0.2396,4
64,n<=128,sr<=15%,kvB<=16k,kp<=32k,0.2096,4
64,n<=128,sr<=15%,kvB<=16k,kp<=512,0.2423,4
64,n<=128,sr<=15%,kvB<=16k,kp<=8k,0.2392,4
64,n<=128,sr<=15%,kvB<=16k,kp=0,0.2376,4
64,n<=128,sr<=15%,kvB<=1k,kp<=16k,-0.0152,4
64,n<=128,sr<=15%,kvB<=1k,kp<=2k,0.0902,4
64,n<=128,sr<=15%,kvB<=1k,kp<=32k,-0.0021,4
64,n<=128,sr<=15%,kvB<=1k,kp<=512,0.2023,4
64,n<=128,sr<=15%,kvB<=1k,kp<=8k,-0.0299,4
64,n<=128,sr<=15%,kvB<=1k,kp=0,0.132,4
64,n<=128,sr<=15%,kvB<=4k,kp<=16k,0.0373,4
64,n<=128,sr<=15%,kvB<=4k,kp<=2k,0.1952,4
64,n<=128,sr<=15%,kvB<=4k,kp<=32k,-0.0514,4
64,n<=128,sr<=15%,kvB<=4k,kp<=512,0.1974,4
64,n<=128,sr<=15%,kvB<=4k,kp<=8k,0.1624,4
64,n<=128,sr<=15%,kvB<=4k,kp=0,0.1448,4
64,n<=128,sr<=15%,kvB<=64k,kp<=16k,0.2466,2
64,n<=128,sr<=15%,kvB<=64k,kp<=2k,0.2485,4
64,n<=128,sr<=15%,kvB<=64k,kp<=32k,0.2514,4
64,n<=128,sr<=15%,kvB<=64k,kp<=512,0.2529,4
64,n<=128,sr<=15%,kvB<=64k,kp<=8k,0.25,4
64,n<=128,sr<=15%,kvB<=64k,kp=0,0.2528,4
