prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
16,64,32,65536,591.659
16,64,64,16,30.7733
16,64,64,32,30.9493
16,64,64,64,31.8137
16,64,64,128,33.5043
16,64,64,256,64.3413
16,64,64,512,66.6987
16,64,64,1024,78.4372
16,64,64,2048,96.4262
16,64,64,4096,129.963
16,64,64,8192,198.187
16,64,64,16384,327.883
16,64,64,32768,595.302
16,64,64,65536,1128.79
16,64,128,16,38.7257
16,64,128,32,39.4087
16,64,128,64,43.4242
16,64,128,128,46.2667
16,64,128,256,65.8237
16,64,128,512,76.2402
16,64,128,1024,95.1312
16,64,128,2048,128.038
16,64,128,4096,194.23
16,64,128,8192,326.992
16,64,128,16384,590.161
16,64,128,32768,1127.69
16,64,128,65536,2199.75
16,128,0,0,31.3175
16,128,1,16,29.8882
16,128,1,32,30.1655
16,128,1,64,30.0378
16,128,1,128,29.936
16,128,1,256,39.0618
16,128,1,512,38.6078
16,128,1,1024,40.6032
16,128,1,2048,43.9145
16,128,1,4096,49.5042
16,128,1,8192,62.512
16,128,1,16384,87.7767
16,128,1,32768,139.483
16,128,1,65536,242.571
16,128,2,16,30.0163
16,128,2,32,30.3037
16,128,2,64,30.027
16,128,2,128,30.112
16,128,2,256,37.6535
16,128,2,512,38.8953
16,128,2,1024,40.3947
16,128,2,2048,43.5837
16,128,2,4096,49.8775
16,128,2,8192,60.9172
16,128,2,16384,87.0078
16,128,2,32768,139.088
16,128,2,65536,243.142
16,128,4,16,30.2027
16,128,4,32,30.0847
16,128,4,64,30.2938
16,128,4,128,30.0423
16,128,4,256,39.4773
16,128,4,512,39.6105
16,128,4,1024,41.5098
16,128,4,2048,45.0403
16,128,4,4096,50.56
16,128,4,8192,63.6053
16,128,4,16384,89.6903
16,128,4,32768,141.648
16,128,4,65536,245.531
16,128,8,16,30.4428
16,128,8,32,30.3147
16,128,8,64,30.144
16,128,8,128,30.1438
16,128,8,256,40.7093
16,128,8,512,40.4953
16,128,8,1024,41.9895
16,128,8,2048,44.4425
16,128,8,4096,51.7862
16,128,8,8192,65.2432
16,128,8,16384,91.8985
16,128,8,32768,145.718
16,128,8,65536,252.385
16,128,16,16,30.9123
16,128,16,32,31.0505
16,128,16,64,30.6403
