prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
16,0,8,256,30.7943
16,0,8,512,32.7252
16,0,8,1024,34.8532
16,0,8,2048,38.065
16,0,8,4096,43.2263
16,0,8,8192,52.9013
16,0,8,16384,69.3658
16,0,8,32768,105.077
16,0,8,65536,172.053
16,0,16,16,24.4908
16,0,16,32,24.512
16,0,16,64,26.2402
16,0,16,128,27.8032
16,0,16,256,32.6983
16,0,16,512,34.5015
16,0,16,1024,36.9178
16,0,16,2048,41.92
16,0,16,4096,51.2162
16,0,16,8192,69.6108
16,0,16,16384,104.272
16,0,16,32768,171.392
16,0,16,65536,305.883
16,0,32,16,25.7233
16,0,32,32,25.5683
16,0,32,64,27.0828
16,0,32,128,28.5863
16,0,32,256,35.8348
16,0,32,512,38.8315
16,0,32,1024,43.4457
16,0,32,2048,52.6823
16,0,32,4096,70.0103
16,0,32,8192,105.91
16,0,32,16384,171.713
16,0,32,32768,307.819
16,0,32,65536,575.595
16,0,64,16,25.968
16,0,64,32,26.1335
16,0,64,64,27.723
16,0,64,128,29.424
16,0,64,256,43.189
16,0,64,512,47.1043
16,0,64,1024,56.592
16,0,64,2048,75.6585
16,0,64,4096,110.497
16,0,64,8192,177.11
16,0,64,16384,311.712
16,0,64,32768,581.265
16,0,64,65536,1118.01
16,0,128,16,33.6055
16,0,128,32,34.1817
16,0,128,64,35.2855
16,0,128,128,34.7517
16,0,128,256,48.3412
16,0,128,512,57.9573
16,0,128,1024,76.2673
16,0,128,2048,110.774
16,0,128,4096,178.406
16,0,128,8192,311.451
16,0,128,16384,581.611
16,0,128,32768,1117.97
16,0,128,65536,2191.51
16,16,0,0,24.5547
16,16,1,16,24.5332
16,16,1,32,24.4857
16,16,1,64,26.011
16,16,1,128,27.52
16,16,1,256,31.9255
16,16,1,512,32.1653
16,16,1,1024,32.4588
16,16,1,2048,34.256
16,16,1,4096,37.8562
16,16,1,8192,44.437
16,16,1,16384,58.8587
16,16,1,32768,86.2343
16,16,1,65536,141.078
16,16,2,16,24.5342
16,16,2,32,24.6935
16,16,2,64,25.7388
16,16,2,128,27.3548
16,16,2,256,30.8635
16,16,2,512,30.9815
16,16,2,1024,31.8933
16,16,2,2048,33.835
16,16,2,4096,37.5628
16,16,2,8192,43.8928
16,16,2,16384,58.485
16,16,2,32768,86.8273
16,16,2,65536,142.608
16,16,4,16,24.7305
16,16,4,32,24.432
16,16,4,64,25.5628
16,16,4,128,27.579
16,16,4,256,31.0928
16,16,4,512,32.3517
16,16,4,1024,33.3333
16,16,4,2048,36.4048
16,16,4,4096,39.7333
16,16,4,8192,45.8347
16,16,4,16384,61.6695
16,16,4,32768,89.7285
16,16,4,65536,147.355
16,16,8,16,25.6748
16,16,8,32,25.4718
16,16,8,64,26.7945
16,16,8,128,28.0375
16,16,8,256,30.9975
16,16,8,512,32.6513
16,16,8,1024,34.1067
16,16,8,2048,38.2775
16,16,8,4096,43.1413
16,16,8,8192,52.7357
16,16,8,16384,71.1042
16,16,8,32768,104.816
16,16,8,65536,172.912
16,16,16,16,24.7362
16,16,16,32,24.8163
16,16,16,64,26.0052
16,16,16,128,27.3225
16,16,16,256,32.9388
16,16,16,512,33.9097
16,16,16,1024,36.1335
16,16,16,2048,41.9947
16,16,16,4096,58.48
16,16,16,8192,76.5595
16,16,16,16384,108.753
16,16,16,32768,173.862
16,16,16,65536,303.915
16,16,32,16,25.2857
16,16,32,32,25.3968
16,16,32,64,27.4342
16,16,32,128,28.5703
16,16,32,256,35.1522
16,16,32,512,38.3197
16,16,32,1024,49.387
16,16,32,2048,60.0437
16,16,32,4096,77.9463
16,16,32,8192,109.136
16,16,32,16384,174.923
16,16,32,32768,307.067
16,16,32,65536,574.748
16,16,64,16,26.4058
16,16,64,32,26.0482
16,16,64,64,27.5207
16,16,64,128,29.2535
16,16,64,256,47.9568
16,16,64,512,53.8985
16,16,64,1024,64.6512
16,16,64,2048,82.9225
16,16,64,4096,115.355
16,16,64,8192,181.328
16,16,64,16384,312.149
16,16,64,32768,582.603
16,16,64,65536,1117.54
16,16,128,16,33.8987
16,16,128,32,34.1278
16,16,128,64,36.6403
16,16,128,128,40.1653
16,16,128,256,54.538
16,16,128,512,65.8563
16,16,128,1024,83.7442
16,16,128,2048,117.2
16,16,128,4096,182.032
16,16,128,8192,313.568
16,16,128,16384,578.838
16,16,128,32768,1115.6
16,16,128,65536,2189.21
16,32,0,0,24.3888
16,32,1,16,24.3788
16,32,1,32,24.5013
16,32,1,64,25.9303
16,32,1,128,27.4025
16,32,1,256,31.9097
16,32,1,512,32.534
16,32,1,1024,32.8907
16,32,1,2048,34.6193
16,32,1,4096,38.2353
16,32,1,8192,44.2148
16,32,1,16384,58.8863
16,32,1,32768,86.4647
16,32,1,65536,141.185
16,32,2,16,24.4427
16,32,2,32,24.6617
16,32,2,64,25.6378
16,32,2,128,27.3823
16,32,2,256,30.657
16,32,2,512,31.227
16,32,2,1024,32.5763
16,32,2,2048,34.0858
16,32,2,4096,37.5575
16,32,2,8192,44.2772
16,32,2,16384,58.7043
16,32,2,32768,86.4217
16,32,2,65536,143.772
16,32,4,16,24.662
16,32,4,32,24.7045
16,32,4,64,25.9365
16,32,4,128,27.4348
16,32,4,256,31.0938
16,32,4,512,32.0483
16,32,4,1024,33.7172
16,32,4,2048,36.8217
16,32,4,4096,39.8027
16,32,4,8192,45.7335
16,32,4,16384,61.5258
16,32,4,32768,89.878
16,32,4,65536,148.209
16,32,8,16,25.5253
16,32,8,32,25.6588
16,32,8,64,26.4052
16,32,8,128,28.289
16,32,8,256,31.3443
16,32,8,512,32.662
16,32,8,1024,34.8592
16,32,8,2048,38.4217
16,32,8,4096,43.302
16,32,8,8192,52.4005
16,32,8,16384,70.6728
16,32,8,32768,104.358
16,32,8,65536,171.596
16,32,16,16,24.709
16,32,16,32,25.1315
16,32,16,64,25.9952
16,32,16,128,27.4942
16,32,16,256,33.0353
16,32,16,512,34.048
16,32,16,1024,36.9495
16,32,16,2048,42.2565
16,32,16,4096,59.2267
16,32,16,8192,76.2828
16,32,16,16384,109.749
16,32,16,32768,174.875
16,32,16,65536,304.481
16,32,32,16,25.568
16,32,32,32,25.3818
16,32,32,64,27.3492
16,32,32,128,28.544
16,32,32,256,35.1468
16,32,32,512,38.9235
16,32,32,1024,49.6267
16,32,32,2048,60.5552
16,32,32,4096,77.9092
16,32,32,8192,110.528
16,32,32,16384,175.611
16,32,32,32768,306.896
16,32,32,65536,576.267
16,32,64,16,26.6347
16,32,64,32,26.3673
16,32,64,64,27.621
16,32,64,128,29.2582
16,32,64,256,48.3573
16,32,64,512,54.7737
16,32,64,1024,64.5702
16,32,64,2048,82.8165
16,32,64,4096,115.425
16,32,64,8192,179.702
16,32,64,16384,311.867
16,32,64,32768,581.67
16,32,64,65536,1118.9
16,32,128,16,33.5575
16,32,128,32,33.995
16,32,128,64,36.7152
16,32,128,128,39.9785
16,32,128,256,54.48
16,32,128,512,65.7755
16,32,128,1024,82.9825
16,32,128,2048,116.822
16,32,128,4096,182.23
16,32,128,8192,312.689
16,32,128,16384,579.895
16,32,128,32768,1116.4
16,32,128,65536,2187.66
16,64,0,0,26.1232
16,64,1,16,26.4638
16,64,1,32,26.2885
16,64,1,64,26.4535
16,64,1,128,27.4772
16,64,1,256,35.4128
16,64,1,512,32.4428
16,64,1,1024,33.6747
16,64,1,2048,35.2267
16,64,1,4096,38.8532
16,64,1,8192,44.139
16,64,1,16384,58.8907
16,64,1,32768,86.2565
16,64,1,65536,141.035
16,64,2,16,26.2878
16,64,2,32,26.1282
16,64,2,64,26.5973
16,64,2,128,27.3603
16,64,2,256,33.2053
16,64,2,512,32.2295
16,64,2,1024,32.4855
16,64,2,2048,34.6187
16,64,2,4096,37.6267
16,64,2,8192,43.8348
16,64,2,16384,58.6348
16,64,2,32768,86.4055
16,64,2,65536,144.118
16,64,4,16,26.4587
16,64,4,32,26.3472
16,64,4,64,26.427
16,64,4,128,27.445
16,64,4,256,34.667
16,64,4,512,32.9762
16,64,4,1024,33.8935
16,64,4,2048,36.5877
16,64,4,4096,39.8827
16,64,4,8192,45.7022
16,64,4,16384,61.6747
16,64,4,32768,90.1025
16,64,4,65536,147.36
16,64,8,16,27.0725
16,64,8,32,26.9812
16,64,8,64,27.286
16,64,8,128,28.1015
16,64,8,256,34.5227
16,64,8,512,33.2743
16,64,8,1024,35.2268
16,64,8,2048,38.4962
16,64,8,4096,43.4078
16,64,8,8192,52.2352
16,64,8,16384,70.8055
16,64,8,32768,104.87
16,64,8,65536,171.414
16,64,16,16,26.4327
16,64,16,32,26.3138
16,64,16,64,26.6242
16,64,16,128,27.675
16,64,16,256,35.0187
16,64,16,512,34.1865
16,64,16,1024,36.8697
16,64,16,2048,41.8883
16,64,16,4096,63.6058
16,64,16,8192,78.091
16,64,16,16384,111.99
16,64,16,32768,177.28
16,64,16,65536,306.785
16,64,32,16,27.2542
16,64,32,32,27.3603
16,64,32,64,27.4675
16,64,32,128,29.0562
16,64,32,256,35.168
16,64,32,512,38.3522
16,64,32,1024,52.3895
16,64,32,2048,61.8878
16,64,32,4096,79.8393
16,64,32,8192,113.857
16,64,32,16384,177.467
16,64,32,32768,307.5
16,64,32,65536,576.428
16,64,64,16,27.6108
16,64,64,32,27.8237
16,64,64,64,27.9468
16,64,64,128,29.0507
16,64,64,256,50.459
16,64,64,512,56.4533
16,64,64,1024,66.9018
16,64,64,2048,84.8162
16,64,64,4096,117.723
16,64,64,8192,183.184
16,64,64,16384,314.348
16,64,64,32768,581.031
16,64,64,65536,1118.62
16,64,128,16,33.2272
16,64,128,32,33.872
16,64,128,64,38.0697
16,64,128,128,40.7152
16,64,128,256,57.6263
16,64,128,512,68.0533
16,64,128,1024,86.278
16,64,128,2048,120.358
16,64,128,4096,185.824
16,64,128,8192,314.156
16,64,128,16384,579.852
16,64,128,32768,1117.37
16,64,128,65536,2189.64
16,128,0,0,27.6857
16,128,1,16,27.9088
16,128,1,32,27.8293
16,128,1,64,27.9682
16,128,1,128,27.888
16,128,1,256,35.4027
16,128,1,512,33.8402
16,128,1,1024,34.2507
16,128,1,2048,35.7172
16,128,1,4096,38.7312
16,128,1,8192,45.1042
16,128,1,16384,58.9543
16,128,1,32768,86.496
16,128,1,65536,140.763
16,128,2,16,27.9152
16,128,2,32,27.8453
16,128,2,64,28.0593
16,128,2,128,27.9147
16,128,2,256,33.8242
16,128,2,512,32.208
16,128,2,1024,33.2852
16,128,2,2048,34.9813
16,128,2,4096,38.1333
16,128,2,8192,44.3738
16,128,2,16384,58.5657
16,128,2,32768,86.4693
16,128,2,65536,142.316
16,128,4,16,28.1175
16,128,4,32,27.8823
16,128,4,64,28.1548
16,128,4,128,28.2505
16,128,4,256,35.2853
16,128,4,512,33.1893
16,128,4,1024,34.4587
16,128,4,2048,35.7227
16,128,4,4096,40.0697
16,128,4,8192,45.9468
16,128,4,16384,61.6582
16,128,4,32768,90.0855
16,128,4,65536,147.648
16,128,8,16,28.6028
16,128,8,32,28.3683
16,128,8,64,28.6405
16,128,8,128,28.7145
16,128,8,256,36.1018
16,128,8,512,33.2857
16,128,8,1024,36.9755
16,128,8,2048,39.0082
16,128,8,4096,43.6587
16,128,8,8192,52.1227
16,128,8,16384,70.891
16,128,8,32768,104.688
16,128,8,65536,171.841
16,128,16,16,28.038
16,128,16,32,28.24
16,128,16,64,28.0048
16,128,16,128,28.3042
16,128,16,256,35.387
16,128,16,512,36.1757
16,128,16,1024,37.3178
16,128,16,2048,41.7327
16,128,16,4096,64.0107
16,128,16,8192,79.979
16,128,16,16384,112.56
16,128,16,32768,178.956
16,128,16,65536,308.214
16,128,32,16,28.5068
16,128,32,32,29.019
16,128,32,64,28.8058
16,128,32,128,28.8538
16,128,32,256,38.608
16,128,32,512,38.992
16,128,32,1024,53.2697
16,128,32,2048,62.9597
16,128,32,4096,80.725
16,128,32,8192,115.344
16,128,32,16384,179.318
16,128,32,32768,309.169
16,128,32,65536,575.975
16,128,64,16,29.5093
16,128,64,32,29.69
16,128,64,64,29.2423
16,128,64,128,29.7497
16,128,64,256,50.8112
16,128,64,512,56.5118
16,128,64,1024,67.3443
16,128,64,2048,85.8563
16,128,64,4096,119.077
16,128,64,8192,184.081
16,128,64,16384,315.419
16,128,64,32768,580.817
16,128,64,65536,1117.07
16,128,128,16,33.1307
16,128,128,32,33.8512
16,128,128,64,37.2322
16,128,128,128,41.8825
16,128,128,256,58.0905
16,128,128,512,68.5067
16,128,128,1024,87.6318
16,128,128,2048,120.8
16,128,128,4096,185.398
16,128,128,8192,318.342
16,128,128,16384,579.334
16,128,128,32768,1117.41
16,128,128,65536,2188.87
16,256,0,0,33.5472
16,256,1,16,35.4453
16,256,1,32,35.6218
16,256,1,64,35.6002
16,256,1,128,35.9467
16,256,1,256,35.9892
16,256,1,512,34.2078
16,256,1,1024,34.6078
16,256,1,2048,35.6585
16,256,1,4096,38.944
16,256,1,8192,45.3013
16,256,1,16384,59.7813
16,256,1,32768,86.3303
16,256,1,65536,140.72
16,256,2,16,33.8773
16,256,2,32,33.7812
16,256,2,64,34.0853
16,256,2,128,34.2453
16,256,2,256,34.3573
16,256,2,512,32.7252
16,256,2,1024,33.5622
16,256,2,2048,35.2685
16,256,2,4096,37.7868
16,256,2,8192,45.0127
16,256,2,16384,59.0188
16,256,2,32768,86.624
16,256,2,65536,144.774
16,256,4,16,35.3762
16,256,4,32,35.2855
16,256,4,64,35.1357
16,256,4,128,35.472
16,256,4,256,35.9738
16,256,4,512,33.9522
16,256,4,1024,35.3657
16,256,4,2048,37.5893
16,256,4,4096,39.9997
16,256,4,8192,45.9577
16,256,4,16384,61.9203
16,256,4,32768,89.5738
16,256,4,65536,147.553
16,256,8,16,35.7715
16,256,8,32,35.52
16,256,8,64,35.451
16,256,8,128,36.7305
16,256,8,256,35.973
16,256,8,512,35.2537
16,256,8,1024,37.8722
16,256,8,2048,39.8137
16,256,8,4096,42.9072
16,256,8,8192,52.5652
16,256,8,16384,71.3712
16,256,8,32768,105.755
16,256,8,65536,172.032
16,256,16,16,34.5388
16,256,16,32,34.2558
16,256,16,64,35.659
16,256,16,128,35.995
16,256,16,256,36.699
16,256,16,512,36.7037
16,256,16,1024,38.7143
16,256,16,2048,41.6738
16,256,16,4096,63.8243
16,256,16,8192,83.5417
16,256,16,16384,117.599
16,256,16,32768,183.429
16,256,16,65536,314.417
16,256,32,16,36.0587
16,256,32,32,36.3788
16,256,32,64,38.896
16,256,32,128,39.1733
16,256,32,256,39.6165
16,256,32,512,41.4457
16,256,32,1024,53.1955
16,256,32,2048,65.098
16,256,32,4096,84.1385
16,256,32,8192,119.099
16,256,32,16384,182.902
16,256,32,32768,311.942
16,256,32,65536,576.065
16,256,64,16,39.125
16,256,64,32,39.1837
16,256,64,64,39.8722
16,256,64,128,48.6082
16,256,64,256,52.4637
16,256,64,512,58.9653
16,256,64,1024,69.5623
16,256,64,2048,90.1867
16,256,64,4096,122.854
16,256,64,8192,188.726
16,256,64,16384,318.571
16,256,64,32768,580.551
16,256,64,65536,1117.89
16,256,128,16,45.0993
16,256,128,32,46.2297
16,256,128,64,48.085
16,256,128,128,52.5498
16,256,128,256,58.9018
16,256,128,512,72.8162
16,256,128,1024,91.9838
16,256,128,2048,125.136
16,256,128,4096,189.931
16,256,128,8192,320.966
16,256,128,16384,581.116
16,256,128,32768,1115.5
16,256,128,65536,2190.54
16,512,0,0,35.1093
16,512,1,16,36.7255
16,512,1,32,36.256
16,512,1,64,36.4428
16,512,1,128,36.8745
16,512,1,256,36.9435
16,512,1,512,36.9863
16,512,1,1024,36.2663
16,512,1,2048,37.0032
16,512,1,4096,38.0802
16,512,1,8192,45.4462
16,512,1,16384,59.9523
16,512,1,32768,87.2965
16,512,1,65536,140.928
16,512,2,16,34.8535
16,512,2,32,35.248
16,512,2,64,35.739
16,512,2,128,35.8023
16,512,2,256,35.8935
16,512,2,512,36.2557
16,512,2,1024,35.9042
16,512,2,2048,35.4563
16,512,2,4096,38.6132
16,512,2,8192,45.259
16,512,2,16384,59.6317
16,512,2,32768,86.3518
16,512,2,65536,143.307
16,512,4,16,36.9117
16,512,4,32,37.0028
16,512,4,64,36.8963
16,512,4,128,37.2215
16,512,4,256,37.3228
16,512,4,512,37.7168
16,512,4,1024,37.6853
16,512,4,2048,37.9043
16,512,4,4096,41.3495
16,512,4,8192,47.3173
16,512,4,16384,61.787
16,512,4,32768,89.7922
16,512,4,65536,148.448
16,512,8,16,36.613
16,512,8,32,36.5173
16,512,8,64,36.8162
16,512,8,128,36.7577
16,512,8,256,37.211
16,512,8,512,36.8268
16,512,8,1024,37.8297
16,512,8,2048,40.9332
16,512,8,4096,45.1682
16,512,8,8192,54.0855
16,512,8,16384,71.2847
16,512,8,32768,106.187
16,512,8,65536,172.304
16,512,16,16,35.771
16,512,16,32,35.8087
16,512,16,64,36.2558
16,512,16,128,36.5172
16,512,16,256,36.6988
16,512,16,512,37.7653
16,512,16,1024,39.4398
16,512,16,2048,42.0587
16,512,16,4096,51.8082
16,512,16,8192,88.1442
16,512,16,16384,123.083
16,512,16,32768,186.838
16,512,16,65536,317.419
16,512,32,16,38.021
16,512,32,32,38.1707
16,512,32,64,37.8023
16,512,32,128,40.4003
16,512,32,256,44.9175
16,512,32,512,42.885
16,512,32,1024,45.1257
16,512,32,2048,67.7068
16,512,32,4096,89.5573
16,512,32,8192,123.878
16,512,32,16384,188.672
16,512,32,32768,318.603
16,512,32,65536,578.102
16,512,64,16,40.5067
16,512,64,32,40.3893
16,512,64,64,40.3358
16,512,64,128,41.5253
16,512,64,256,53.5255
16,512,64,512,60.8802
16,512,64,1024,73.8723
16,512,64,2048,95.7815
16,512,64,4096,129.499
16,512,64,8192,194.555
16,512,64,16384,323.019
16,512,64,32768,582.279
16,512,64,65536,1116.84
16,512,128,16,45.6265
16,512,128,32,45.6002
16,512,128,64,47.7923
16,512,128,128,53.4513
16,512,128,256,61.5193
16,512,128,512,74.4428
16,512,128,1024,96.779
16,512,128,2048,130.438
16,512,128,4096,196.545
16,512,128,8192,327.169
16,512,128,16384,584.161
16,512,128,32768,1117.54
16,512,128,65536,2190.19
16,1024,0,0,37.7283
16,1024,1,16,39.2852
16,1024,1,32,39.334
16,1024,1,64,38.421
16,1024,1,128,39.2323
16,1024,1,256,39.584
16,1024,1,512,39.2533
16,1024,1,1024,39.1098
16,1024,1,2048,38.347
16,1024,1,4096,39.478
16,1024,1,8192,45.7065
16,1024,1,16384,60.0112
16,1024,1,32768,87.5892
16,1024,1,65536,142.485
16,1024,2,16,38.1382
16,1024,2,32,37.3175
16,1024,2,64,37.92
16,1024,2,128,38.0847
16,1024,2,256,38.3947
16,1024,2,512,37.9415
16,1024,2,1024,38.0108
16,1024,2,2048,37.6425
16,1024,2,4096,38.9542
16,1024,2,8192,45.3548
16,1024,2,16384,59.7547
16,1024,2,32768,87.4457
16,1024,2,65536,141.91
16,1024,4,16,38.9285
16,1024,4,32,39.3442
16,1024,4,64,38.9605
16,1024,4,128,39.2752
16,1024,4,256,38.9065
16,1024,4,512,39.419
16,1024,4,1024,39.4933
16,1024,4,2048,40.8165
16,1024,4,4096,41.0398
16,1024,4,8192,47.024
16,1024,4,16384,63.0663
16,1024,4,32768,89.9525
16,1024,4,65536,147.467
16,1024,8,16,38.2347
16,1024,8,32,38.0265
16,1024,8,64,38.1063
16,1024,8,128,39.0188
16,1024,8,256,39.6053
16,1024,8,512,40.2453
16,1024,8,1024,39.0082
16,1024,8,2048,41.6
16,1024,8,4096,47.3173
16,1024,8,8192,54.3252
16,1024,8,16384,71.4028
16,1024,8,32768,105.783
16,1024,8,65536,172.609
16,1024,16,16,38.7257
16,1024,16,32,38.726
16,1024,16,64,38.9763
16,1024,16,128,40.0478
16,1024,16,256,40.5127
16,1024,16,512,40.0638
16,1024,16,1024,40.7253
16,1024,16,2048,44.1607
16,1024,16,4096,52.5173
16,1024,16,8192,69.611
16,1024,16,16384,136.155
16,1024,16,32768,201.713
16,1024,16,65536,330.38
16,1024,32,16,40.2188
16,1024,32,32,39.643
16,1024,32,64,40.5173
16,1024,32,128,44.8427
16,1024,32,256,42.4103
16,1024,32,512,48.7575
16,1024,32,1024,47.2208
16,1024,32,2048,69.3435
16,1024,32,4096,96.5815
16,1024,32,8192,137.398
16,1024,32,16384,200.912
16,1024,32,32768,331.036
16,1024,32,65536,588.268
16,1024,64,16,42.139
16,1024,64,32,41.7123
16,1024,64,64,42.448
16,1024,64,128,42.5602
16,1024,64,256,52.5385
16,1024,64,512,61.0402
16,1024,64,1024,75.9522
16,1024,64,2048,104.192
16,1024,64,4096,142.603
16,1024,64,8192,206.683
16,1024,64,16384,338.897
16,1024,64,32768,596.662
16,1024,64,65536,1116.96
16,1024,128,16,45.221
16,1024,128,32,45.6103
16,1024,128,64,49.088
16,1024,128,128,52.8162
16,1024,128,256,60.6135
16,1024,128,512,76.3837
16,1024,128,1024,104.016
16,1024,128,2048,144.256
16,1024,128,4096,210.742
16,1024,128,8192,339.723
16,1024,128,16384,595.174
16,1024,128,32768,1117.07
16,1024,128,65536,2187.51
16,2048,0,0,41.9147
16,2048,1,16,41.9573
16,2048,1,32,41.8563
16,2048,1,64,40.816
16,2048,1,128,42.203
16,2048,1,256,41.7442
16,2048,1,512,42.3097
16,2048,1,1024,42.0423
16,2048,1,2048,42.192
16,2048,1,4096,40.9548
16,2048,1,8192,45.978
16,2048,1,16384,60.7202
16,2048,1,32768,87.6218
16,2048,1,65536,142.448
16,2048,2,16,41.7335
16,2048,2,32,41.3812
16,2048,2,64,41.605
16,2048,2,128,41.6002
16,2048,2,256,41.4018
16,2048,2,512,41.008
16,2048,2,1024,41.275
16,2048,2,2048,42.1547
16,2048,2,4096,40.8377
16,2048,2,8192,46.2135
16,2048,2,16384,60.0425
16,2048,2,32768,87.4025
16,2048,2,65536,143.44
16,2048,4,16,42.3998
16,2048,4,32,42.384
16,2048,4,64,42.5287
16,2048,4,128,43.1148
16,2048,4,256,43.0343
16,2048,4,512,43.4088
16,2048,4,1024,43.4135
16,2048,4,2048,42.619
16,2048,4,4096,45.2165
16,2048,4,8192,48.4693
16,2048,4,16384,62.5335
16,2048,4,32768,91.563
16,2048,4,65536,147.467
16,2048,8,16,42.6775
16,2048,8,32,42.6722
16,2048,8,64,42.4898
16,2048,8,128,42.9072
16,2048,8,256,43.2422
16,2048,8,512,43.7872
16,2048,8,1024,43.3497
16,2048,8,2048,43.0137
16,2048,8,4096,47.6908
16,2048,8,8192,54.1068
16,2048,8,16384,71.8515
16,2048,8,32768,104.854
16,2048,8,65536,172.838
16,2048,16,16,42.944
16,2048,16,32,43.0882
16,2048,16,64,43.0718
16,2048,16,128,43.5043
16,2048,16,256,43.504
16,2048,16,512,42.922
16,2048,16,1024,44.0323
16,2048,16,2048,45.6752
16,2048,16,4096,52.795
16,2048,16,8192,69.637
16,2048,16,16384,104.416
16,2048,16,32768,225.771
16,2048,16,65536,356.854
16,2048,32,16,43.8127
16,2048,32,32,43.8663
16,2048,32,64,43.7765
16,2048,32,128,44.326
16,2048,32,256,48.187
16,2048,32,512,46.304
16,2048,32,1024,60.1818
16,2048,32,2048,55.9573
16,2048,32,4096,98.7843
16,2048,32,8192,154.918
16,2048,32,16384,225.526
16,2048,32,32768,356.561
16,2048,32,65536,614.95
16,2048,64,16,43.8677
16,2048,64,32,44
16,2048,64,64,44.9705
16,2048,64,128,47.6318
16,2048,64,256,46.651
