pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
16,n<=32,sr<=40%,kvB<=4k,kp<=16k,0.0116,2
16,n<=32,sr<=40%,kvB<=4k,kp<=2k,-0.2507,2
16,n<=32,sr<=40%,kvB<=4k,kp<=32k,-0.1359,2
16,n<=32,sr<=40%,kvB<=4k,kp<=512,0.0361,2
16,n<=32,sr<=40%,kvB<=4k,kp<=8k,-0.0349,2
16,n<=32,sr<=40%,kvB<=4k,kp=0,0.4231,2
16,n<=32,sr<=40%,kvB<=64k,kp<=16k,-0.2897,1
16,n<=32,sr<=40%,kvB<=64k,kp<=2k,0.3039,2
16,n<=32,sr<=40%,kvB<=64k,kp<=32k,-0.2107,2
16,n<=32,sr<=40%,kvB<=64k,kp<=512,0.3036,2
16,n<=32,sr<=40%,kvB<=64k,kp<=8k,-0.1978,2
16,n<=32,sr<=40%,kvB<=64k,kp=0,0.31,2
16,n<=32,sr<=5%,kvB<=16k,kp<=16k,-0.041,2
16,n<=32,sr<=5%,kvB<=16k,kp<=2k,-0.1516,2
16,n<=32,sr<=5%,kvB<=16k,kp<=32k,-0.0341,2
16,n<=32,sr<=5%,kvB<=16k,kp<=512,0.2686,2
16,n<=32,sr<=5%,kvB<=16k,kp<=8k,-0.0039,2
16,n<=32,sr<=5%,kvB<=16k,kp=0,0.257,2
16,n<=32,sr<=5%,kvB<=1k,kp<=16k,0.08,2
16,n<=32,sr<=5%,kvB<=1k,kp<=2k,-0.0557,2
16,n<=32,sr<=5%,kvB<=1k,kp<=32k,-0.018,2
16,n<=32,sr<=5%,kvB<=1k,kp<=512,0.0067,2
16,n<=32,sr<=5%,kvB<=1k,kp<=8k,0.0253,2
16,n<=32,sr<=5%,kvB<=1k,kp=0,0.2948,2
16,n<=32,sr<=5%,kvB<=4k,kp<=16k,-0.036,2
16,n<=32,sr<=5%,kvB<=4k,kp<=2k,0.0628,2
16,n<=32,sr<=5%,kvB<=4k,kp<=32k,0.0429,2
16,n<=32,sr<=5%,kvB<=4k,kp<=512,-0.0005,2
16,n<=32,sr<=5%,kvB<=4k,kp<=8k,-0.0122,2
16,n<=32,sr<=5%,kvB<=4k,kp=0,0.3155,2
16,n<=32,sr<=5%,kvB<=64k,kp<=16k,-0.0005,1
16,n<=32,sr<=5%,kvB<=64k,kp<=2k,0.2306,2
16,n<=32,sr<=5%,kvB<=64k,kp<=32k,-0.1152,2
16,n<=32,sr<=5%,kvB<=64k,kp<=512,0.237,2
16,n<=32,sr<=5%,kvB<=64k,kp<=8k,-0.0556,2
16,n<=32,sr<=5%,kvB<=64k,kp=0,0.2395,2
16,n<=32,sr<=70%,kvB<=16k,kp<=16k,-0.4622,2
16,n<=32,sr<=70%,kvB<=16k,kp<=2k,0.0593,1
16,n<=32,sr<=70%,kvB<=16k,kp<=32k,0.3496,2
16,n<=32,sr<=70%,kvB<=16k,kp<=512,0.0443,2
16,n<=32,sr<=70%,kvB<=16k,kp<=8k,-0.2852,2
16,n<=32,sr<=70%,kvB<=16k,kp=0,0.0579,2
16,n<=32,sr<=70%,kvB<=1k,kp<=16k,-0.0151,2
16,n<=32,sr<=70%,kvB<=1k,kp<=2k,-0.3079,2
16,n<=32,sr<=70%,kvB<=1k,kp<=32k,0.0845,1
16,n<=32,sr<=70%,kvB<=1k,kp<=512,-0.077,2
16,n<=32,sr<=70%,kvB<=1k,kp<=8k,-0.4578,2
16,n<=32,sr<=70%,kvB<=1k,kp=0,-0.046,2
16,n<=32,sr<=70%,kvB<=4k,kp<=16k,-0.5114,2
16,n<=32,sr<=70%,kvB<=4k,kp<=2k,-0.4409,2
16,n<=32,sr<=70%,kvB<=4k,kp<=32k,0.0257,1
16,n<=32,sr<=70%,kvB<=4k,kp<=512,0.0411,1
16,n<=32,sr<=70%,kvB<=4k,kp<=8k,-0.0306,2
16,n<=32,sr<=70%,kvB<=4k,kp=0,0.0395,2
16,n<=32,sr<=70%,kvB<=64k,kp<=16k,-0.2543,1
16,n<=32,sr<=70%,kvB<=64k,kp<=2k,0.0382,2
16,n<=32,sr<=70%,kvB<=64k,kp<=32k,-0.325,2
16,n<=32,sr<=70%,kvB<=64k,kp<=512,0.0394,2
16,n<=32,sr<=70%,kvB<=64k,kp<=8k,0.0387,1
16,n<=32,sr<=70%,kvB<=64k,kp=0,0.0669,2
16,n<=32,sr>70%,kvB<=16k,kp<=16k,-1.062,4
16,n<=32,sr>70%,kvB<=16k,kp<=2k,0.9319,3
16,n<=32,sr>70%,kvB<=16k,kp<=32k,0.9696,4
16,n<=32,sr>70%,kvB<=16k,kp<=512,0.9864,4
16,n<=32,sr>70%,kvB<=16k,kp<=8k,-1.0737,4
16,n<=32,sr>70%,kvB<=16k,kp=0,1.7632,4
16,n<=32,sr>70%,kvB<=1k,kp<=16k,0.0092,3
16,n<=32,sr>70%,kvB<=1k,kp<=2k,0.028,1
16,n<=32,sr>70%,kvB<=1k,kp<=32k,-0.4919,1
16,n<=32,sr>70%,kvB<=1k,kp<=512,-0.0115,4
16,n<=32,sr>70%,kvB<=1k,kp<=8k,0.1201,4
16,n<=32,sr>70%,kvB<=1k,kp=0,1.2269,4
16,n<=32,sr>70%,kvB<=4k,kp<=16k,-1.57,4
16,n<=32,sr>70%,kvB<=4k,kp<=2k,0.2011,4
16,n<=32,sr>70%,kvB<=4k,kp<=32k,0.6536,4
16,n<=32,sr>70%,kvB<=4k,kp<=512,1.769,3
16,n<=32,sr>70%,kvB<=4k,kp<=8k,-0.1896,4
16,n<=32,sr>70%,kvB<=4k,kp=0,1.8187,4
16,n<=32,sr>70%,kvB<=64k,kp<=16k,-0.8051,2
16,n<=32,sr>70%,kvB<=64k,kp<=2k,1.387,4
16,n<=32,sr>70%,kvB<=64k,kp<=32k,-0.8122,4
16,n<=32,sr>70%,kvB<=64k,kp<=512,1.5714,4
16,n<=32,sr>70%,kvB<=64k,kp<=8k,0.6214,3
16,n<=32,sr>70%,kvB<=64k,kp=0,1.5339,4
16,n<=4,sr<=40%,kvB<=16k,kp<=16k,0.0737,2
16,n<=4,sr<=40%,kvB<=16k,kp<=2k,-0.7321,2
16,n<=4,sr<=40%,kvB<=16k,kp<=32k,0.0741,2
16,n<=4,sr<=40%,kvB<=16k,kp<=512,0.2104,2
16,n<=4,sr<=40%,kvB<=16k,kp<=8k,0.0787,2
16,n<=4,sr<=40%,kvB<=16k,kp=0,0.3879,2
16,n<=4,sr<=40%,kvB<=1k,kp<=16k,0.3798,1
16,n<=4,sr<=40%,kvB<=1k,kp<=2k,-0.2158,1
16,n<=4,sr<=40%,kvB<=1k,kp<=32k,0.5056,2
16,n<=4,sr<=40%,kvB<=1k,kp<=8k,-0.2891,1
16,n<=4,sr<=40%,kvB<=1k,kp=0,1.1035,4
16,n<=4,sr<=40%,kvB<=4k,kp<=16k,-0.1693,2
16,n<=4,sr<=40%,kvB<=4k,kp<=2k,0.3127,2
16,n<=4,sr<=40%,kvB<=4k,kp<=32k,0.0653,2
16,n<=4,sr<=40%,kvB<=4k,kp<=512,-0.0706,2
16,n<=4,sr<=40%,kvB<=4k,kp<=8k,-0.0917,1
16,n<=4,sr<=40%,kvB<=4k,kp=0,0.376,3
16,n<=4,sr<=40%,kvB<=64k,kp<=16k,-0.1059,1
16,n<=4,sr<=40%,kvB<=64k,kp<=2k,0.6299,2
16,n<=4,sr<=40%,kvB<=64k,kp<=32k,-0.0235,2
16,n<=4,sr<=40%,kvB<=64k,kp<=512,0.6275,2
16,n<=4,sr<=40%,kvB<=64k,kp<=8k,0.5516,2
16,n<=4,sr<=40%,kvB<=64k,kp=0,0.6416,2
16,n<=4,sr<=70%,kvB<=16k,kp<=16k,-0.0095,2
16,n<=4,sr<=70%,kvB<=16k,kp<=2k,-0.8721,2
16,n<=4,sr<=70%,kvB<=16k,kp<=32k,-0.2822,2
16,n<=4,sr<=70%,kvB<=16k,kp<=512,-0.2355,2
16,n<=4,sr<=70%,kvB<=16k,kp<=8k,0.0947,2
16,n<=4,sr<=70%,kvB<=16k,kp=0,0.0972,2
16,n<=4,sr<=70%,kvB<=1k,kp<=2k,0.3062,2
16,n<=4,sr<=70%,kvB<=1k,kp<=32k,0.6706,2
16,n<=4,sr<=70%,kvB<=1k,kp<=512,-0.8057,1
16,n<=4,sr<=70%,kvB<=1k,kp<=8k,4.1944,1
16,n<=4,sr<=70%,kvB<=1k,kp=0,1.0443,3
16,n<=4,sr<=70%,kvB<=4k,kp<=16k,0.752,2
16,n<=4,sr<=70%,kvB<=4k,kp<=2k,0.1036,1
16,n<=4,sr<=70%,kvB<=4k,kp<=32k,-0.0583,1
16,n<=4,sr<=70%,kvB<=4k,kp<=512,0.1095,2
16,n<=4,sr<=70%,kvB<=4k,kp<=8k,0.406,1
16,n<=4,sr<=70%,kvB<=4k,kp=0,-0.2295,2
16,n<=4,sr<=70%,kvB<=64k,kp<=16k,0.1621,1
16,n<=4,sr<=70%,kvB<=64k,kp<=2k,0.5623,2
16,n<=4,sr<=70%,kvB<=64k,kp<=32k,0.0374,2
16,n<=4,sr<=70%,kvB<=64k,kp<=512,0.5161,2
16,n<=4,sr<=70%,kvB<=64k,kp<=8k,0.3503,2
16,n<=4,sr<=70%,kvB<=64k,kp=0,0.5397,2
16,n<=4,sr>70%,kvB<=16k,kp<=16k,0.427,2
16,n<=4,sr>70%,kvB<=16k,kp<=2k,0.0136,2
16,n<=4,sr>70%,kvB<=16k,kp<=32k,-0.5542,2
16,n<=4,sr>70%,kvB<=16k,kp<=512,-0.4487,2
16,n<=4,sr>70%,kvB<=16k,kp<=8k,0.3978,2
16,n<=4,sr>70%,kvB<=16k,kp=0,0.3625,2
16,n<=4,sr>70%,kvB<=1k,kp<=16k,-0.6069,2
16,n<=4,sr>70%,kvB<=1k,kp<=2k,-5.2113,2
16,n<=4,sr>70%,kvB<=1k,kp<=32k,-0.0787,2
16,n<=4,sr>70%,kvB<=1k,kp<=8k,-0.0645,1
16,n<=4,sr>70%,kvB<=1k,kp=0,1.4063,1
16,n<=4,sr>70%,kvB<=4k,kp<=16k,0.5251,2
16,n<=4,sr>70%,kvB<=4k,kp<=32k,-0.0674,2
16,n<=4,sr>70%,kvB<=4k,kp<=512,-0.0764,2
16,n<=4,sr>70%,kvB<=4k,kp<=8k,-0.3364,2
16,n<=4,sr>70%,kvB<=4k,kp=0,-0.7375,2
16,n<=4,sr>70%,kvB<=64k,kp<=16k,-0.1566,1
16,n<=4,sr>70%,kvB<=64k,kp<=2k,0.5154,2
16,n<=4,sr>70%,kvB<=64k,kp<=32k,0.0959,2
16,n<=4,sr>70%,kvB<=64k,kp<=512,0.3647,2
16,n<=4,sr>70%,kvB<=64k,kp<=8k,0.2566,2
16,n<=4,sr>70%,kvB<=64k,kp=0,0.407,2
16,n<=64,sr<=15%,kvB<=16k,kp<=16k,-0.0862,4
16,n<=64,sr<=15%,kvB<=16k,kp<=2k,0.1651,4
16,n<=64,sr<=15%,kvB<=16k,kp<=32k,-0.0656,4
16,n<=64,sr<=15%,kvB<=16k,kp<=512,0.2115,4
16,n<=64,sr<=15%,kvB<=16k,kp<=8k,-0.1381,4
16,n<=64,sr<=15%,kvB<=16k,kp=0,0.2188,4
16,n<=64,sr<=15%,kvB<=1k,kp<=16k,0.0992,4
16,n<=64,sr<=15%,kvB<=1k,kp<=2k,-0.1971,4
16,n<=64,sr<=15%,kvB<=1k,kp<=32k,0.106,4
16,n<=64,sr<=15%,kvB<=1k,kp<=512,-0.2943,4
16,n<=64,sr<=15%,kvB<=1k,kp<=8k,-0.0235,4
16,n<=64,sr<=15%,kvB<=1k,kp=0,0.5837,4
16,n<=64,sr<=15%,kvB<=4k,kp<=16k,0.0514,4
16,n<=64,sr<=15%,kvB<=4k,kp<=2k,-0.1317,4
16,n<=64,sr<=15%,kvB<=4k,kp<=32k,-0.2343,4
16,n<=64,sr<=15%,kvB<=4k,kp<=512,0.2265,4
16,n<=64,sr<=15%,kvB<=4k,kp<=8k,-0.0959,4
16,n<=64,sr<=15%,kvB<=4k,kp=0,0.2788,4
16,n<=64,sr<=15%,kvB<=64k,kp<=16k,-0.233,2
16,n<=64,sr<=15%,kvB<=64k,kp<=2k,0.1843,4
16,n<=64,sr<=15%,kvB<=64k,kp<=32k,-0.1447,4
16,n<=64,sr<=15%,kvB<=64k,kp<=512,0.187,4
16,n<=64,sr<=15%,kvB<=64k,kp<=8k,0.1428,4
16,n<=64,sr<=15%,kvB<=64k,kp=0,0.1869,4
16,n<=64,sr<=40%,kvB<=16k,kp<=16k,-0.2255,2
16,n<=64,sr<=40%,kvB<=16k,kp<=2k,0.0721,2
16,n<=64,sr<=40%,kvB<=16k,kp<=32k,0.0993,2
16,n<=64,sr<=40%,kvB<=16k,kp<=512,0.1326,2
16,n<=64,sr<=40%,kvB<=16k,kp<=8k,-0.528,2
16,n<=64,sr<=40%,kvB<=16k,kp=0,0.1321,2
16,n<=64,sr<=40%,kvB<=1k,kp<=16k,-0.305,2
16,n<=64,sr<=40%,kvB<=1k,kp<=2k,-0.2976,2
16,n<=64,sr<=40%,kvB<=1k,kp<=32k,-0.0089,2
16,n<=64,sr<=40%,kvB<=1k,kp<=512,-0.536,2
16,n<=64,sr<=40%,kvB<=1k,kp<=8k,-0.0475,2
16,n<=64,sr<=40%,kvB<=1k,kp=0,0.2264,2
16,n<=64,sr<=40%,kvB<=4k,kp<=16k,0.0605,2
16,n<=64,sr<=40%,kvB<=4k,kp<=2k,-0.6428,2
16,n<=64,sr<=40%,kvB<=4k,kp<=32k,-0.0212,2
16,n<=64,sr<=40%,kvB<=4k,kp<=512,0.157,2
16,n<=64,sr<=40%,kvB<=4k,kp<=8k,0.0588,2
16,n<=64,sr<=40%,kvB<=4k,kp=0,0.1474,2
16,n<=64,sr<=40%,kvB<=64k,kp<=16k,-1.2214,1
16,n<=64,sr<=40%,kvB<=64k,kp<=2k,0.0791,2
16,n<=64,sr<=40%,kvB<=64k,kp<=32k,-0.4865,2
16,n<=64,sr<=40%,kvB<=64k,kp<=512,0.0767,2
16,n<=64,sr<=40%,kvB<=64k,kp<=8k,0.029,2
16,n<=64,sr<=40%,kvB<=64k,kp=0,0.0791,2
16,n<=64,sr<=5%,kvB<=16k,kp<=16k,-0.0259,6
16,n<=64,sr<=5%,kvB<=16k,kp<=2k,0.2081,6
16,n<=64,sr<=5%,kvB<=16k,kp<=32k,-0.0167,6
16,n<=64,sr<=5%,kvB<=16k,kp<=512,0.2445,6
16,n<=64,sr<=5%,kvB<=16k,kp<=8k,-0.0415,6
16,n<=64,sr<=5%,kvB<=16k,kp=0,0.2548,6
16,n<=64,sr<=5%,kvB<=1k,kp<=16k,0.0036,6
16,n<=64,sr<=5%,kvB<=1k,kp<=2k,-0.0471,6
16,n<=64,sr<=5%,kvB<=1k,kp<=32k,0.0318,6
16,n<=64,sr<=5%,kvB<=1k,kp<=512,-0.0659,6
16,n<=64,sr<=5%,kvB<=1k,kp<=8k,-0.1027,6
16,n<=64,sr<=5%,kvB<=1k,kp=0,0.6425,6
16,n<=64,sr<=5%,kvB<=4k,kp<=16k,0.0029,6
16,n<=64,sr<=5%,kvB<=4k,kp<=2k,-0.0327,6
16,n<=64,sr<=5%,kvB<=4k,kp<=32k,-0.0389,6
16,n<=64,sr<=5%,kvB<=4k,kp<=512,0.2629,6
16,n<=64,sr<=5%,kvB<=4k,kp<=8k,-0.0093,6
16,n<=64,sr<=5%,kvB<=4k,kp=0,0.2822,6
16,n<=64,sr<=5%,kvB<=64k,kp<=16k,-0.0585,3
16,n<=64,sr<=5%,kvB<=64k,kp<=2k,0.2287,6
16,n<=64,sr<=5%,kvB<=64k,kp<=32k,-0.0425,6
16,n<=64,sr<=5%,kvB<=64k,kp<=512,0.2318,6
16,n<=64,sr<=5%,kvB<=64k,kp<=8k,0.1905,6
16,n<=64,sr<=5%,kvB<=64k,kp=0,0.2342,6
16,n<=64,sr<=70%,kvB<=16k,kp<=16k,-0.2795,2
16,n<=64,sr<=70%,kvB<=16k,kp<=2k,0.0427,2
16,n<=64,sr<=70%,kvB<=16k,kp<=32k,-0.2423,2
16,n<=64,sr<=70%,kvB<=16k,kp<=512,0.0311,2
16,n<=64,sr<=70%,kvB<=16k,kp<=8k,-0.2917,1
16,n<=64,sr<=70%,kvB<=16k,kp=0,0.0335,2
16,n<=64,sr<=70%,kvB<=1k,kp<=16k,-0.1134,2
16,n<=64,sr<=70%,kvB<=1k,kp<=2k,-0.3842,2
16,n<=64,sr<=70%,kvB<=1k,kp<=32k,0.0272,2
16,n<=64,sr<=70%,kvB<=1k,kp<=512,-0.4814,1
16,n<=64,sr<=70%,kvB<=1k,kp<=8k,-0.049,2
16,n<=64,sr<=70%,kvB<=1k,kp=0,-0.0276,2
16,n<=64,sr<=70%,kvB<=4k,kp<=16k,-0.1396,2
16,n<=64,sr<=70%,kvB<=4k,kp<=2k,-0.2627,1
16,n<=64,sr<=70%,kvB<=4k,kp<=32k,0.2468,1
16,n<=64,sr<=70%,kvB<=4k,kp<=512,-0.0499,2
16,n<=64,sr<=70%,kvB<=4k,kp<=8k,-0.2445,2
16,n<=64,sr<=70%,kvB<=4k,kp=0,-0.0252,2
16,n<=64,sr<=70%,kvB<=64k,kp<=16k,-39.3304,1
16,n<=64,sr<=70%,kvB<=64k,kp<=2k,0.0411,2
16,n<=64,sr<=70%,kvB<=64k,kp<=32k,-0.3115,2
16,n<=64,sr<=70%,kvB<=64k,kp<=512,0.0335,2
16,n<=64,sr<=70%,kvB<=64k,kp<=8k,0.0422,2
16,n<=64,sr<=70%,kvB<=64k,kp=0,0.0487,2
16,n<=64,sr>70%,kvB<=16k,kp<=16k,-0.9175,4
16,n<=64,sr>70%,kvB<=16k,kp<=2k,1.7111,4
16,n<=64,sr>70%,kvB<=16k,kp<=32k,-1.4882,4
16,n<=64,sr>70%,kvB<=16k,kp<=512,2.1139,4
16,n<=64,sr>70%,kvB<=16k,kp<=8k,-0.8422,3
16,n<=64,sr>70%,kvB<=16k,kp=0,2.1887,4
16,n<=64,sr>70%,kvB<=1k,kp<=16k,-0.1644,4
16,n<=64,sr>70%,kvB<=1k,kp<=2k,-1.9343,4
16,n<=64,sr>70%,kvB<=1k,kp<=32k,0.1357,4
16,n<=64,sr>70%,kvB<=1k,kp<=512,-2.3872,3
16,n<=64,sr>70%,kvB<=1k,kp<=8k,0.7925,4
16,n<=64,sr>70%,kvB<=1k,kp=0,1.9702,4
16,n<=64,sr>70%,kvB<=4k,kp<=16k,-0.5778,4
16,n<=64,sr>70%,kvB<=4k,kp<=2k,-1.1126,3
16,n<=64,sr>70%,kvB<=4k,kp<=32k,0.8299,4
16,n<=64,sr>70%,kvB<=4k,kp<=512,1.8371,4
16,n<=64,sr>70%,kvB<=4k,kp<=8k,-1.631,4
16,n<=64,sr>70%,kvB<=4k,kp=0,1.9046,4
16,n<=64,sr>70%,kvB<=64k,kp<=16k,-0.1618,1
16,n<=64,sr>70%,kvB<=64k,kp<=2k,2.1387,4
16,n<=64,sr>70%,kvB<=64k,kp<=32k,-0.7117,3
16,n<=64,sr>70%,kvB<=64k,kp<=512,2.1525,4
16,n<=64,sr>70%,kvB<=64k,kp<=8k,1.6627,4
16,n<=64,sr>70%,kvB<=64k,kp=0,2.1434,4
16,n<=8,sr<=15%,kvB<=16k,kp<=16k,-0.0166,2
16,n<=8,sr<=15%,kvB<=16k,kp<=2k,0.0217,2
16,n<=8,sr<=15%,kvB<=16k,kp<=32k,0.067,2
16,n<=8,sr<=15%,kvB<=16k,kp<=512,0.0345,2
16,n<=8,sr<=15%,kvB<=16k,kp<=8k,-0.0077,2
16,n<=8,sr<=15%,kvB<=16k,kp=0,0.1486,2
16,n<=8,sr<=15%,kvB<=1k,kp<=2k,-0.0197,1
16,n<=8,sr<=15%,kvB<=1k,kp<=32k,0.5975,2
16,n<=8,sr<=15%,kvB<=1k,kp<=512,-2.8962,2
16,n<=8,sr<=15%,kvB<=1k,kp<=8k,0.9807,1
16,n<=8,sr<=15%,kvB<=1k,kp=0,0.5217,5
16,n<=8,sr<=15%,kvB<=4k,kp<=16k,0.2004,2
16,n<=8,sr<=15%,kvB<=4k,kp<=2k,0.1876,2
16,n<=8,sr<=15%,kvB<=4k,kp<=32k,-0.1423,2
16,n<=8,sr<=15%,kvB<=4k,kp<=512,-0.2703,2
16,n<=8,sr<=15%,kvB<=4k,kp<=8k,-0.0408,2
16,n<=8,sr<=15%,kvB<=4k,kp=0,0.0582,3
16,n<=8,sr<=15%,kvB<=64k,kp<=16k,-0.0304,1
16,n<=8,sr<=15%,kvB<=64k,kp<=2k,0.167,2
16,n<=8,sr<=15%,kvB<=64k,kp<=32k,-0.0107,2
16,n<=8,sr<=15%,kvB<=64k,kp<=512,0.1797,2
16,n<=8,sr<=15%,kvB<=64k,kp<=8k,0.1083,2
16,n<=8,sr<=15%,kvB<=64k,kp=0,0.176,2
16,n<=8,sr<=40%,kvB<=16k,kp<=16k,0.0004,4
16,n<=8,sr<=40%,kvB<=16k,kp<=2k,0.0789,4
16,n<=8,sr<=40%,kvB<=16k,kp<=32k,-0.0092,4
16,n<=8,sr<=40%,kvB<=16k,kp<=512,0.0406,4
16,n<=8,sr<=40%,kvB<=16k,kp<=8k,0.0001,4
16,n<=8,sr<=40%,kvB<=16k,kp=0,0.0559,4
16,n<=8,sr<=40%,kvB<=1k,kp<=2k,0.6984,3
16,n<=8,sr<=40%,kvB<=1k,kp<=32k,0.0365,4
16,n<=8,sr<=40%,kvB<=1k,kp<=512,-2.9966,3
16,n<=8,sr<=40%,kvB<=1k,kp<=8k,-1.6859,2
16,n<=8,sr<=40%,kvB<=1k,kp=0,0.1032,4
16,n<=8,sr<=40%,kvB<=4k,kp<=16k,0.2247,4
16,n<=8,sr<=40%,kvB<=4k,kp<=2k,0.0532,4
16,n<=8,sr<=40%,kvB<=4k,kp<=32k,-0.0765,4
16,n<=8,sr<=40%,kvB<=4k,kp<=512,0.1861,4
16,n<=8,sr<=40%,kvB<=4k,kp<=8k,0.2552,4
16,n<=8,sr<=40%,kvB<=4k,kp=0,-0.0583,4
16,n<=8,sr<=40%,kvB<=64k,kp<=16k,-0.0024,2
16,n<=8,sr<=40%,kvB<=64k,kp<=2k,0.0564,4
16,n<=8,sr<=40%,kvB<=64k,kp<=32k,-0.0099,4
16,n<=8,sr<=40%,kvB<=64k,kp<=512,0.0741,4
16,n<=8,sr<=40%,kvB<=64k,kp<=8k,0.045,4
16,n<=8,sr<=40%,kvB<=64k,kp=0,0.0669,4
16,n<=8,sr<=70%,kvB<=16k,kp<=16k,-0.0483,2
16,n<=8,sr<=70%,kvB<=16k,kp<=2k,0.0623,2
16,n<=8,sr<=70%,kvB<=16k,kp<=32k,-0.0282,2
16,n<=8,sr<=70%,kvB<=16k,kp<=512,0.0832,2
16,n<=8,sr<=70%,kvB<=16k,kp<=8k,-0.0348,2
16,n<=8,sr<=70%,kvB<=16k,kp=0,0.0989,2
16,n<=8,sr<=70%,kvB<=1k,kp<=16k,0.2889,1
16,n<=8,sr<=70%,kvB<=1k,kp<=2k,0.759,1
16,n<=8,sr<=70%,kvB<=1k,kp<=32k,0.1628,2
16,n<=8,sr<=70%,kvB<=1k,kp<=512,-0.1202,2
16,n<=8,sr<=70%,kvB<=1k,kp<=8k,-0.0358,2
16,n<=8,sr<=70%,kvB<=1k,kp=0,0.0226,2
16,n<=8,sr<=70%,kvB<=4k,kp<=16k,-0.1056,2
16,n<=8,sr<=70%,kvB<=4k,kp<=2k,0.3273,2
16,n<=8,sr<=70%,kvB<=4k,kp<=32k,-0.0844,2
16,n<=8,sr<=70%,kvB<=4k,kp<=512,0.2223,2
16,n<=8,sr<=70%,kvB<=4k,kp<=8k,0.5348,2
16,n<=8,sr<=70%,kvB<=4k,kp=0,0.261,2
16,n<=8,sr<=70%,kvB<=64k,kp<=16k,0.092,1
16,n<=8,sr<=70%,kvB<=64k,kp<=2k,0.0459,2
16,n<=8,sr<=70%,kvB<=64k,kp<=32k,0.011,2
16,n<=8,sr<=70%,kvB<=64k,kp<=512,0.0476,2
16,n<=8,sr<=70%,kvB<=64k,kp<=8k,0.0125,2
16,n<=8,sr<=70%,kvB<=64k,kp=0,0.0281,2
16,n<=8,sr>70%,kvB<=16k,kp<=16k,0.0815,3
16,n<=8,sr>70%,kvB<=16k,kp<=2k,0.2722,3
16,n<=8,sr>70%,kvB<=16k,kp<=32k,0.1368,4
16,n<=8,sr>70%,kvB<=16k,kp<=512,0.0509,4
16,n<=8,sr>70%,kvB<=16k,kp<=8k,0.1041,4
16,n<=8,sr>70%,kvB<=16k,kp=0,0.1745,4
16,n<=8,sr>70%,kvB<=1k,kp<=16k,-1.9436,1
16,n<=8,sr>70%,kvB<=1k,kp<=2k,0.5209,3
16,n<=8,sr>70%,kvB<=1k,kp<=32k,0.4067,2
16,n<=8,sr>70%,kvB<=1k,kp<=512,0.0925,2
16,n<=8,sr>70%,kvB<=1k,kp<=8k,0.553,4
16,n<=8,sr>70%,kvB<=1k,kp=0,-0.1853,3
16,n<=8,sr>70%,kvB<=4k,kp<=16k,0.6103,4
16,n<=8,sr>70%,kvB<=4k,kp<=2k,0.2359,4
16,n<=8,sr>70%,kvB<=4k,kp<=32k,0.1401,4
16,n<=8,sr>70%,kvB<=4k,kp<=512,0.1629,4
16,n<=8,sr>70%,kvB<=4k,kp<=8k,0.6475,3
16,n<=8,sr>70%,kvB<=4k,kp=0,0.4306,2
16,n<=8,sr>70%,kvB<=64k,kp<=16k,-0.039,2
16,n<=8,sr>70%,kvB<=64k,kp<=2k,-0.045,4
16,n<=8,sr>70%,kvB<=64k,kp<=32k,-0.07,4
16,n<=8,sr>70%,kvB<=64k,kp<=512,-0.0123,4
16,n<=8,sr>70%,kvB<=64k,kp<=8k,0.0184,4
16,n<=8,sr>70%,kvB<=64k,kp=0,-0.0281,4
64,n<=128,sr<=15%,kvB<=16k,kp<=16k,-0.0576,4
64,n<=128,sr<=15%,kvB<=16k,kp<=2k,0.0161,4
64,n<=128,sr<=15%,kvB<=16k,kp<=32k,0.0584,4
64,n<=128,sr<=15%,kvB<=16k,kp<=512,0.1424,4
64,n<=128,sr<=15%,kvB<=16k,kp<=8k,-0.0781,4
64,n<=128,sr<=15%,kvB<=16k,kp=0,0.1978,4
64,n<=128,sr<=15%,kvB<=1k,kp<=16k,0.081,4
64,n<=128,sr<=15%,kvB<=1k,kp<=2k,-0.0164,4
64,n<=128,sr<=15%,kvB<=1k,kp<=32k,0.0007,4
64,n<=128,sr<=15%,kvB<=1k,kp<=512,-0.092,4
64,n<=128,sr<=15%,kvB<=1k,kp<=8k,-0.1842,4
64,n<=128,sr<=15%,kvB<=1k,kp=0,0.4009,4
64,n<=128,sr<=15%,kvB<=4k,kp<=16k,-0.0886,4
64,n<=128,sr<=15%,kvB<=4k,kp<=2k,-0.0931,4
64,n<=128,sr<=15%,kvB<=4k,kp<=32k,-0.0159,4
64,n<=128,sr<=15%,kvB<=4k,kp<=512,-0.0257,4
64,n<=128,sr<=15%,kvB<=4k,kp<=8k,0.046,4
64,n<=128,sr<=15%,kvB<=4k,kp=0,0.2218,4
64,n<=128,sr<=15%,kvB<=64k,kp<=16k,-0.0683,2
64,n<=128,sr<=15%,kvB<=64k,kp<=2k,0.1574,4
64,n<=128,sr<=15%,kvB<=64k,kp<=32k,-0.067,4
64,n<=128,sr<=15%,kvB<=64k,kp<=512,0.1815,4
64,n<=128,sr<=15%,kvB<=64k,kp<=8k,0.0255,4
64,n<=128,sr<=15%,kvB<=64k,kp=0,0.185,4
64,n<=128,sr<=40%,kvB<=16k,kp<=16k,-0.091,2
64,n<=128,sr<=40%,kvB<=16k,kp<=2k,-0.0654,2
