pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=32,sr<=15%,kvB<=1k,kp=0,0.3363,6
0,n<=32,sr<=15%,kvB<=4k,kp=0,0.0402,6
0,n<=32,sr<=15%,kvB<=64k,kp=0,0.0807,6
0,n<=32,sr<=40%,kvB<=16k,kp=0,0.3427,2
0,n<=32,sr<=40%,kvB<=1k,kp=0,0.3054,2
0,n<=32,sr<=40%,kvB<=4k,kp=0,0.5015,2
0,n<=32,sr<=40%,kvB<=64k,kp=0,0.2996,2
0,n<=32,sr<=5%,kvB<=16k,kp=0,0.2549,2
0,n<=32,sr<=5%,kvB<=1k,kp=0,0.3195,2
0,n<=32,sr<=5%,kvB<=4k,kp=0,0.2746,2
0,n<=32,sr<=5%,kvB<=64k,kp=0,0.2329,2
0,n<=32,sr<=70%,kvB<=16k,kp=0,0.0416,2
0,n<=32,sr<=70%,kvB<=1k,kp=0,0.0303,2
0,n<=32,sr<=70%,kvB<=4k,kp=0,0.0948,2
0,n<=32,sr<=70%,kvB<=64k,kp=0,0.0438,2
0,n<=32,sr>70%,kvB<=16k,kp=0,1.7567,4
0,n<=32,sr>70%,kvB<=1k,kp=0,1.4793,4
0,n<=32,sr>70%,kvB<=4k,kp=0,1.6489,4
0,n<=32,sr>70%,kvB<=64k,kp=0,1.4996,4
0,n<=4,sr<=40%,kvB<=16k,kp=0,0.2843,2
0,n<=4,sr<=40%,kvB<=1k,kp=0,1.044,4
0,n<=4,sr<=40%,kvB<=4k,kp=0,0.6389,3
0,n<=4,sr<=40%,kvB<=64k,kp=0,0.114,2
0,n<=4,sr<=70%,kvB<=16k,kp=0,0.2349,2
0,n<=4,sr<=70%,kvB<=1k,kp=0,1.0061,2
0,n<=4,sr<=70%,kvB<=4k,kp=0,0.6053,2
0,n<=4,sr<=70%,kvB<=64k,kp=0,0.0852,2
0,n<=4,sr>70%,kvB<=16k,kp=0,0.1442,2
0,n<=4,sr>70%,kvB<=4k,kp=0,0.6142,1
0,n<=4,sr>70%,kvB<=64k,kp=0,0.0924,2
0,n<=64,sr<=15%,kvB<=16k,kp=0,0.2161,4
0,n<=64,sr<=15%,kvB<=1k,kp=0,0.6839,4
0,n<=64,sr<=15%,kvB<=4k,kp=0,0.2827,4
0,n<=64,sr<=15%,kvB<=64k,kp=0,0.1867,4
0,n<=64,sr<=40%,kvB<=16k,kp=0,0.1327,2
0,n<=64,sr<=40%,kvB<=1k,kp=0,0.3271,2
0,n<=64,sr<=40%,kvB<=4k,kp=0,0.2561,2
0,n<=64,sr<=40%,kvB<=64k,kp=0,0.0769,2
0,n<=64,sr<=5%,kvB<=16k,kp=0,0.2515,6
0,n<=64,sr<=5%,kvB<=1k,kp=0,0.5264,6
0,n<=64,sr<=5%,kvB<=4k,kp=0,0.269,6
0,n<=64,sr<=5%,kvB<=64k,kp=0,0.2329,6
0,n<=64,sr<=70%,kvB<=16k,kp=0,0.0306,2
0,n<=64,sr<=70%,kvB<=1k,kp=0,-0.0386,2
0,n<=64,sr<=70%,kvB<=4k,kp=0,-0.0446,2
0,n<=64,sr<=70%,kvB<=64k,kp=0,0.0354,2
0,n<=64,sr>70%,kvB<=16k,kp=0,2.2863,4
0,n<=64,sr>70%,kvB<=1k,kp=0,2.5191,4
0,n<=64,sr>70%,kvB<=4k,kp=0,1.8583,4
0,n<=64,sr>70%,kvB<=64k,kp=0,2.1523,4
0,n<=8,sr<=15%,kvB<=16k,kp=0,0.1217,2
0,n<=8,sr<=15%,kvB<=1k,kp=0,0.8324,2
0,n<=8,sr<=15%,kvB<=4k,kp=0,0.2507,2
0,n<=8,sr<=15%,kvB<=64k,kp=0,0.0239,2
0,n<=8,sr<=40%,kvB<=16k,kp=0,0.1031,4
0,n<=8,sr<=40%,kvB<=1k,kp=0,0.7734,4
0,n<=8,sr<=40%,kvB<=4k,kp=0,0.2911,4
0,n<=8,sr<=40%,kvB<=64k,kp=0,0.0274,4
0,n<=8,sr<=70%,kvB<=16k,kp=0,0.1055,2
0,n<=8,sr<=70%,kvB<=1k,kp=0,0.5324,2
0,n<=8,sr<=70%,kvB<=4k,kp=0,0.0162,2
0,n<=8,sr<=70%,kvB<=64k,kp=0,0.0292,2
0,n<=8,sr>70%,kvB<=16k,kp=0,0.1272,4
0,n<=8,sr>70%,kvB<=1k,kp=0,-0.5366,3
0,n<=8,sr>70%,kvB<=4k,kp=0,-0.0878,2
0,n<=8,sr>70%,kvB<=64k,kp=0,-0.006,4
16,n<=128,sr<=15%,kvB<=16k,kp<=16k,-0.1386,4
16,n<=128,sr<=15%,kvB<=16k,kp<=2k,0.1935,4
16,n<=128,sr<=15%,kvB<=16k,kp<=32k,-0.0861,4
16,n<=128,sr<=15%,kvB<=16k,kp<=512,0.1999,4
16,n<=128,sr<=15%,kvB<=16k,kp<=8k,-0.1587,4
16,n<=128,sr<=15%,kvB<=16k,kp=0,0.201,4
16,n<=128,sr<=15%,kvB<=1k,kp<=16k,-0.1117,4
16,n<=128,sr<=15%,kvB<=1k,kp<=2k,-0.0489,4
16,n<=128,sr<=15%,kvB<=1k,kp<=32k,0.02,4
16,n<=128,sr<=15%,kvB<=1k,kp<=512,-0.0808,4
16,n<=128,sr<=15%,kvB<=1k,kp<=8k,-0.0117,4
16,n<=128,sr<=15%,kvB<=1k,kp=0,0.5716,4
16,n<=128,sr<=15%,kvB<=4k,kp<=16k,-0.0666,4
16,n<=128,sr<=15%,kvB<=4k,kp<=2k,-0.2081,4
16,n<=128,sr<=15%,kvB<=4k,kp<=32k,-0.0373,4
16,n<=128,sr<=15%,kvB<=4k,kp<=512,0.2468,4
16,n<=128,sr<=15%,kvB<=4k,kp<=8k,-0.085,4
16,n<=128,sr<=15%,kvB<=4k,kp=0,0.2574,4
16,n<=128,sr<=15%,kvB<=64k,kp<=16k,-0.1316,2
16,n<=128,sr<=15%,kvB<=64k,kp<=2k,0.1865,4
16,n<=128,sr<=15%,kvB<=64k,kp<=32k,-0.1403,4
16,n<=128,sr<=15%,kvB<=64k,kp<=512,0.185,4
16,n<=128,sr<=15%,kvB<=64k,kp<=8k,0.1842,4
16,n<=128,sr<=15%,kvB<=64k,kp=0,0.1853,4
16,n<=128,sr<=40%,kvB<=16k,kp<=16k,-0.4533,2
16,n<=128,sr<=40%,kvB<=16k,kp<=2k,0.1737,2
16,n<=128,sr<=40%,kvB<=16k,kp<=32k,-0.2381,2
16,n<=128,sr<=40%,kvB<=16k,kp<=512,0.1822,2
16,n<=128,sr<=40%,kvB<=16k,kp<=8k,-0.3944,2
16,n<=128,sr<=40%,kvB<=16k,kp=0,0.1836,2
16,n<=128,sr<=40%,kvB<=1k,kp<=16k,0.0387,2
16,n<=128,sr<=40%,kvB<=1k,kp<=2k,-0.244,2
16,n<=128,sr<=40%,kvB<=1k,kp<=32k,-0.1791,2
16,n<=128,sr<=40%,kvB<=1k,kp<=512,0.2773,2
16,n<=128,sr<=40%,kvB<=1k,kp<=8k,-0.0287,2
16,n<=128,sr<=40%,kvB<=1k,kp=0,0.4744,2
16,n<=128,sr<=40%,kvB<=4k,kp<=16k,-0.0764,2
16,n<=128,sr<=40%,kvB<=4k,kp<=2k,0.0542,2
16,n<=128,sr<=40%,kvB<=4k,kp<=32k,-0.0682,2
16,n<=128,sr<=40%,kvB<=4k,kp<=512,0.2283,2
16,n<=128,sr<=40%,kvB<=4k,kp<=8k,-0.2302,2
16,n<=128,sr<=40%,kvB<=4k,kp=0,0.2406,2
16,n<=128,sr<=40%,kvB<=64k,kp<=16k,-0.2622,1
16,n<=128,sr<=40%,kvB<=64k,kp<=2k,0.1607,2
16,n<=128,sr<=40%,kvB<=64k,kp<=32k,-0.3353,2
16,n<=128,sr<=40%,kvB<=64k,kp<=512,0.1638,2
16,n<=128,sr<=40%,kvB<=64k,kp<=8k,0.155,2
16,n<=128,sr<=40%,kvB<=64k,kp=0,0.1631,2
16,n<=128,sr<=5%,kvB<=16k,kp<=16k,-0.022,8
16,n<=128,sr<=5%,kvB<=16k,kp<=2k,0.2255,8
16,n<=128,sr<=5%,kvB<=16k,kp<=32k,-0.0149,8
16,n<=128,sr<=5%,kvB<=16k,kp<=512,0.2004,8
16,n<=128,sr<=5%,kvB<=16k,kp<=8k,-0.0342,8
16,n<=128,sr<=5%,kvB<=16k,kp=0,0.1878,8
16,n<=128,sr<=5%,kvB<=1k,kp<=16k,-0.0378,8
16,n<=128,sr<=5%,kvB<=1k,kp<=2k,0.0094,8
16,n<=128,sr<=5%,kvB<=1k,kp<=32k,0.0698,8
16,n<=128,sr<=5%,kvB<=1k,kp<=512,0.0483,8
16,n<=128,sr<=5%,kvB<=1k,kp<=8k,-0.0035,8
16,n<=128,sr<=5%,kvB<=1k,kp=0,0.3918,8
16,n<=128,sr<=5%,kvB<=4k,kp<=16k,-0.0099,8
16,n<=128,sr<=5%,kvB<=4k,kp<=2k,-0.0438,8
16,n<=128,sr<=5%,kvB<=4k,kp<=32k,-0.0157,8
16,n<=128,sr<=5%,kvB<=4k,kp<=512,0.2675,8
16,n<=128,sr<=5%,kvB<=4k,kp<=8k,-0.0068,8
16,n<=128,sr<=5%,kvB<=4k,kp=0,0.213,8
16,n<=128,sr<=5%,kvB<=64k,kp<=16k,-0.0374,4
16,n<=128,sr<=5%,kvB<=64k,kp<=2k,0.1858,8
16,n<=128,sr<=5%,kvB<=64k,kp<=32k,-0.0293,8
16,n<=128,sr<=5%,kvB<=64k,kp<=512,0.1797,8
16,n<=128,sr<=5%,kvB<=64k,kp<=8k,0.2099,8
16,n<=128,sr<=5%,kvB<=64k,kp=0,0.177,8
16,n<=128,sr<=70%,kvB<=16k,kp<=16k,-0.3002,1
16,n<=128,sr<=70%,kvB<=16k,kp<=2k,0.2144,2
16,n<=128,sr<=70%,kvB<=16k,kp<=32k,-0.298,2
16,n<=128,sr<=70%,kvB<=16k,kp<=512,0.2268,2
16,n<=128,sr<=70%,kvB<=16k,kp<=8k,0.2052,1
16,n<=128,sr<=70%,kvB<=16k,kp=0,0.2276,2
16,n<=128,sr<=70%,kvB<=1k,kp<=16k,0.0517,1
16,n<=128,sr<=70%,kvB<=1k,kp<=2k,-0.2759,2
16,n<=128,sr<=70%,kvB<=1k,kp<=32k,-0.3432,2
16,n<=128,sr<=70%,kvB<=1k,kp<=512,0.6775,1
16,n<=128,sr<=70%,kvB<=1k,kp<=8k,-0.4627,2
16,n<=128,sr<=70%,kvB<=1k,kp=0,0.7563,2
16,n<=128,sr<=70%,kvB<=4k,kp<=16k,-0.2639,2
16,n<=128,sr<=70%,kvB<=4k,kp<=2k,0.3197,1
16,n<=128,sr<=70%,kvB<=4k,kp<=32k,-0.2167,2
16,n<=128,sr<=70%,kvB<=4k,kp<=512,0.3626,2
16,n<=128,sr<=70%,kvB<=4k,kp<=8k,-0.2804,2
16,n<=128,sr<=70%,kvB<=4k,kp=0,0.3723,2
16,n<=128,sr<=70%,kvB<=64k,kp<=16k,0.2371,1
16,n<=128,sr<=70%,kvB<=64k,kp<=2k,0.1946,2
16,n<=128,sr<=70%,kvB<=64k,kp<=32k,0.2174,2
16,n<=128,sr<=70%,kvB<=64k,kp<=512,0.1976,2
16,n<=128,sr<=70%,kvB<=64k,kp<=8k,0.1882,2
16,n<=128,sr<=70%,kvB<=64k,kp=0,0.1958,2
16,n<=128,sr>70%,kvB<=16k,kp<=16k,-1.3047,3
16,n<=128,sr>70%,kvB<=16k,kp<=2k,0.5173,4
16,n<=128,sr>70%,kvB<=16k,kp<=32k,-1.3381,4
16,n<=128,sr>70%,kvB<=16k,kp<=512,0.545,4
16,n<=128,sr>70%,kvB<=16k,kp<=8k,0.503,3
16,n<=128,sr>70%,kvB<=16k,kp=0,0.532,4
16,n<=128,sr>70%,kvB<=1k,kp<=16k,0.6947,4
16,n<=128,sr>70%,kvB<=1k,kp<=2k,-2.0129,4
16,n<=128,sr>70%,kvB<=1k,kp<=32k,0.4987,4
16,n<=128,sr>70%,kvB<=1k,kp<=512,1.372,3
16,n<=128,sr>70%,kvB<=1k,kp<=8k,-0.2158,4
16,n<=128,sr>70%,kvB<=1k,kp=0,1.0547,4
16,n<=128,sr>70%,kvB<=4k,kp<=16k,-1.5112,4
16,n<=128,sr>70%,kvB<=4k,kp<=2k,0.7355,3
16,n<=128,sr>70%,kvB<=4k,kp<=32k,-0.3596,4
16,n<=128,sr>70%,kvB<=4k,kp<=512,0.8314,4
16,n<=128,sr>70%,kvB<=4k,kp<=8k,-1.4899,4
16,n<=128,sr>70%,kvB<=4k,kp=0,0.8221,4
16,n<=128,sr>70%,kvB<=64k,kp<=16k,0.5788,2
16,n<=128,sr>70%,kvB<=64k,kp<=2k,0.4217,4
16,n<=128,sr>70%,kvB<=64k,kp<=32k,0.5311,3
16,n<=128,sr>70%,kvB<=64k,kp<=512,0.4296,4
16,n<=128,sr>70%,kvB<=64k,kp<=8k,0.4936,4
16,n<=128,sr>70%,kvB<=64k,kp=0,0.4192,4
16,n<=16,sr<=15%,kvB<=16k,kp<=16k,0.1284,4
16,n<=16,sr<=15%,kvB<=16k,kp<=2k,0.0119,4
16,n<=16,sr<=15%,kvB<=16k,kp<=32k,-0.1279,4
16,n<=16,sr<=15%,kvB<=16k,kp<=512,0.0181,4
16,n<=16,sr<=15%,kvB<=16k,kp<=8k,-0.0121,4
16,n<=16,sr<=15%,kvB<=16k,kp=0,0.0259,4
16,n<=16,sr<=15%,kvB<=1k,kp<=16k,-0.4266,2
16,n<=16,sr<=15%,kvB<=1k,kp<=2k,0.1729,4
16,n<=16,sr<=15%,kvB<=1k,kp<=32k,-0.1506,4
16,n<=16,sr<=15%,kvB<=1k,kp<=512,-0.0942,4
16,n<=16,sr<=15%,kvB<=1k,kp=0,0.4186,4
16,n<=16,sr<=15%,kvB<=4k,kp<=16k,-0.0225,4
16,n<=16,sr<=15%,kvB<=4k,kp<=2k,-0.0019,4
16,n<=16,sr<=15%,kvB<=4k,kp<=32k,-0.0147,4
16,n<=16,sr<=15%,kvB<=4k,kp<=512,0.0293,4
16,n<=16,sr<=15%,kvB<=4k,kp<=8k,0.0234,4
16,n<=16,sr<=15%,kvB<=4k,kp=0,0.053,4
16,n<=16,sr<=15%,kvB<=64k,kp<=16k,-0.013,2
16,n<=16,sr<=15%,kvB<=64k,kp<=2k,0.1428,4
16,n<=16,sr<=15%,kvB<=64k,kp<=32k,0.0085,4
16,n<=16,sr<=15%,kvB<=64k,kp<=512,0.0738,4
16,n<=16,sr<=15%,kvB<=64k,kp<=8k,-0.0007,4
16,n<=16,sr<=15%,kvB<=64k,kp=0,0.0256,4
16,n<=16,sr<=40%,kvB<=16k,kp<=16k,-0.0155,4
16,n<=16,sr<=40%,kvB<=16k,kp<=2k,0.083,4
16,n<=16,sr<=40%,kvB<=16k,kp<=32k,0.1946,4
16,n<=16,sr<=40%,kvB<=16k,kp<=512,0.0386,4
16,n<=16,sr<=40%,kvB<=16k,kp<=8k,-0.0084,4
16,n<=16,sr<=40%,kvB<=16k,kp=0,0.0386,4
16,n<=16,sr<=40%,kvB<=1k,kp<=16k,0.1648,4
16,n<=16,sr<=40%,kvB<=1k,kp<=2k,0.2231,4
16,n<=16,sr<=40%,kvB<=1k,kp<=32k,-0.315,4
16,n<=16,sr<=40%,kvB<=1k,kp<=512,0.0919,4
16,n<=16,sr<=40%,kvB<=1k,kp<=8k,2.6343,2
16,n<=16,sr<=40%,kvB<=1k,kp=0,0.3411,4
16,n<=16,sr<=40%,kvB<=4k,kp<=16k,0.0381,4
16,n<=16,sr<=40%,kvB<=4k,kp<=2k,0.1574,4
16,n<=16,sr<=40%,kvB<=4k,kp<=32k,-0.0675,4
16,n<=16,sr<=40%,kvB<=4k,kp<=512,0.1075,4
16,n<=16,sr<=40%,kvB<=4k,kp<=8k,0.0716,4
16,n<=16,sr<=40%,kvB<=4k,kp=0,0.2078,4
16,n<=16,sr<=40%,kvB<=64k,kp<=16k,0.0219,2
16,n<=16,sr<=40%,kvB<=64k,kp<=2k,-0.0162,4
16,n<=16,sr<=40%,kvB<=64k,kp<=32k,0.0189,4
16,n<=16,sr<=40%,kvB<=64k,kp<=512,0.0193,4
16,n<=16,sr<=40%,kvB<=64k,kp<=8k,0.0731,4
16,n<=16,sr<=40%,kvB<=64k,kp=0,0.0152,4
16,n<=16,sr<=70%,kvB<=16k,kp<=16k,-0.0741,2
16,n<=16,sr<=70%,kvB<=16k,kp<=2k,0.0496,2
16,n<=16,sr<=70%,kvB<=16k,kp<=32k,-0.0907,1
16,n<=16,sr<=70%,kvB<=16k,kp<=512,0.038,2
16,n<=16,sr<=70%,kvB<=16k,kp<=8k,-0.1712,2
16,n<=16,sr<=70%,kvB<=16k,kp=0,0.0294,2
16,n<=16,sr<=70%,kvB<=1k,kp<=16k,-0.4897,1
16,n<=16,sr<=70%,kvB<=1k,kp<=2k,-0.1802,2
16,n<=16,sr<=70%,kvB<=1k,kp<=32k,0.0873,2
16,n<=16,sr<=70%,kvB<=1k,kp<=512,0.1625,2
16,n<=16,sr<=70%,kvB<=1k,kp=0,-0.0895,1
16,n<=16,sr<=70%,kvB<=4k,kp<=16k,0.1523,2
16,n<=16,sr<=70%,kvB<=4k,kp<=2k,0.0087,2
16,n<=16,sr<=70%,kvB<=4k,kp<=32k,0.3279,2
16,n<=16,sr<=70%,kvB<=4k,kp<=512,0.1637,2
16,n<=16,sr<=70%,kvB<=4k,kp<=8k,-0.0922,2
16,n<=16,sr<=70%,kvB<=4k,kp=0,0.0958,2
16,n<=16,sr<=70%,kvB<=64k,kp<=16k,-0.1466,1
16,n<=16,sr<=70%,kvB<=64k,kp<=2k,0.0039,2
16,n<=16,sr<=70%,kvB<=64k,kp<=32k,-0.058,2
16,n<=16,sr<=70%,kvB<=64k,kp<=512,0.0057,2
16,n<=16,sr<=70%,kvB<=64k,kp<=8k,0.0019,1
16,n<=16,sr<=70%,kvB<=64k,kp=0,0.0067,2
16,n<=16,sr>70%,kvB<=16k,kp<=16k,-0.0612,4
16,n<=16,sr>70%,kvB<=16k,kp<=2k,0.0462,3
16,n<=16,sr>70%,kvB<=16k,kp<=32k,0.2436,4
16,n<=16,sr>70%,kvB<=16k,kp<=512,0.3907,4
16,n<=16,sr>70%,kvB<=16k,kp<=8k,-0.1714,4
16,n<=16,sr>70%,kvB<=16k,kp=0,-0.0515,4
16,n<=16,sr>70%,kvB<=1k,kp<=2k,-0.0964,3
16,n<=16,sr>70%,kvB<=1k,kp<=32k,0.7622,4
16,n<=16,sr>70%,kvB<=1k,kp<=512,-0.0877,2
16,n<=16,sr>70%,kvB<=1k,kp=0,0.3099,2
16,n<=16,sr>70%,kvB<=4k,kp<=16k,-0.1166,4
16,n<=16,sr>70%,kvB<=4k,kp<=2k,0.2834,4
16,n<=16,sr>70%,kvB<=4k,kp<=32k,0.0957,4
16,n<=16,sr>70%,kvB<=4k,kp<=512,0.0953,4
16,n<=16,sr>70%,kvB<=4k,kp<=8k,0.2598,4
16,n<=16,sr>70%,kvB<=4k,kp=0,0.0808,4
16,n<=16,sr>70%,kvB<=64k,kp<=16k,-0.1772,2
16,n<=16,sr>70%,kvB<=64k,kp<=2k,0.5522,4
16,n<=16,sr>70%,kvB<=64k,kp<=32k,0.6015,4
16,n<=16,sr>70%,kvB<=64k,kp<=512,0.039,4
16,n<=16,sr>70%,kvB<=64k,kp<=8k,-0.0141,3
16,n<=16,sr>70%,kvB<=64k,kp=0,-0.0193,4
16,n<=2,sr<=70%,kvB<=16k,kp<=16k,0.4868,2
16,n<=2,sr<=70%,kvB<=16k,kp<=2k,0.9024,1
16,n<=2,sr<=70%,kvB<=16k,kp<=32k,0.2772,1
16,n<=2,sr<=70%,kvB<=16k,kp<=512,0.8504,2
16,n<=2,sr<=70%,kvB<=16k,kp<=8k,-0.9168,2
16,n<=2,sr<=70%,kvB<=16k,kp=0,0.8599,2
16,n<=2,sr<=70%,kvB<=1k,kp<=16k,1.5709,2
16,n<=2,sr<=70%,kvB<=1k,kp<=2k,-1.7029,2
16,n<=2,sr<=70%,kvB<=1k,kp<=32k,-3.606,1
16,n<=2,sr<=70%,kvB<=1k,kp<=512,-0.5287,2
16,n<=2,sr<=70%,kvB<=1k,kp<=8k,-1.2982,2
16,n<=2,sr<=70%,kvB<=1k,kp=0,-0.5508,1
16,n<=2,sr<=70%,kvB<=4k,kp<=16k,2.1676,1
16,n<=2,sr<=70%,kvB<=4k,kp<=2k,0.0121,1
16,n<=2,sr<=70%,kvB<=4k,kp<=512,0.1804,2
16,n<=2,sr<=70%,kvB<=4k,kp=0,0.5511,2
16,n<=2,sr<=70%,kvB<=64k,kp<=16k,-0.0197,1
16,n<=2,sr<=70%,kvB<=64k,kp<=2k,0.9635,2
16,n<=2,sr<=70%,kvB<=64k,kp<=32k,0.8163,2
16,n<=2,sr<=70%,kvB<=64k,kp<=512,0.9509,2
16,n<=2,sr<=70%,kvB<=64k,kp<=8k,0.9358,2
16,n<=2,sr<=70%,kvB<=64k,kp=0,0.926,2
16,n<=32,sr<=15%,kvB<=16k,kp<=16k,0.0911,6
16,n<=32,sr<=15%,kvB<=16k,kp<=2k,-0.3613,6
16,n<=32,sr<=15%,kvB<=16k,kp<=32k,-0.2307,6
16,n<=32,sr<=15%,kvB<=16k,kp<=512,0.0828,6
16,n<=32,sr<=15%,kvB<=16k,kp<=8k,0.0386,6
16,n<=32,sr<=15%,kvB<=16k,kp=0,0.0798,6
16,n<=32,sr<=15%,kvB<=1k,kp<=16k,0.1558,6
16,n<=32,sr<=15%,kvB<=1k,kp<=2k,-0.2147,5
16,n<=32,sr<=15%,kvB<=1k,kp<=32k,0.0328,6
16,n<=32,sr<=15%,kvB<=1k,kp<=512,0.0624,6
16,n<=32,sr<=15%,kvB<=1k,kp<=8k,-0.0087,6
16,n<=32,sr<=15%,kvB<=1k,kp=0,0.2554,6
16,n<=32,sr<=15%,kvB<=4k,kp<=16k,-0.0377,6
16,n<=32,sr<=15%,kvB<=4k,kp<=2k,0.1156,6
16,n<=32,sr<=15%,kvB<=4k,kp<=32k,0.0403,6
16,n<=32,sr<=15%,kvB<=4k,kp<=512,-0.6224,6
16,n<=32,sr<=15%,kvB<=4k,kp<=8k,-0.0769,6
16,n<=32,sr<=15%,kvB<=4k,kp=0,0.0163,6
16,n<=32,sr<=15%,kvB<=64k,kp<=16k,0.0224,3
16,n<=32,sr<=15%,kvB<=64k,kp<=2k,0.0787,6
16,n<=32,sr<=15%,kvB<=64k,kp<=32k,0.0367,6
16,n<=32,sr<=15%,kvB<=64k,kp<=512,0.0784,6
16,n<=32,sr<=15%,kvB<=64k,kp<=8k,-0.2785,6
16,n<=32,sr<=15%,kvB<=64k,kp=0,0.0857,6
16,n<=32,sr<=40%,kvB<=16k,kp<=16k,0.0104,2
16,n<=32,sr<=40%,kvB<=16k,kp<=2k,-0.4128,2
16,n<=32,sr<=40%,kvB<=16k,kp<=32k,-0.0315,2
16,n<=32,sr<=40%,kvB<=16k,kp<=512,0.3797,2
16,n<=32,sr<=40%,kvB<=16k,kp<=8k,-0.2097,2
16,n<=32,sr<=40%,kvB<=16k,kp=0,0.3867,2
16,n<=32,sr<=40%,kvB<=1k,kp<=16k,-0.4959,2
16,n<=32,sr<=40%,kvB<=1k,kp<=2k,0.3271,2
16,n<=32,sr<=40%,kvB<=1k,kp<=32k,0.1529,1
16,n<=32,sr<=40%,kvB<=1k,kp<=512,0.0367,2
16,n<=32,sr<=40%,kvB<=1k,kp<=8k,0.0795,2
16,n<=32,sr<=40%,kvB<=1k,kp=0,0.3072,2
