prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
16,0,1,4096,32.2455
16,0,1,8192,36.1977
16,0,1,16384,42.4318
16,0,1,32768,56.6935
16,0,1,65536,86.3732
16,0,2,16,22.7095
16,0,2,32,22.6347
16,0,2,64,23.4242
16,0,2,128,25.1948
16,0,2,256,30.2083
16,0,2,512,28.4213
16,0,2,1024,29.04
16,0,2,2048,30.7895
16,0,2,4096,32.347
16,0,2,8192,37.1412
16,0,2,16384,43.0085
16,0,2,32768,58.3578
16,0,2,65536,87.7928
16,0,4,16,22.6722
16,0,4,32,22.6775
16,0,4,64,23.9257
16,0,4,128,25.259
16,0,4,256,28.1127
16,0,4,512,28.7042
16,0,4,1024,29.6963
16,0,4,2048,31.1253
16,0,4,4096,35.9153
16,0,4,8192,39.0295
16,0,4,16384,48.1067
16,0,4,32768,66.843
16,0,4,65536,101.264
16,0,8,16,23.104
16,0,8,32,22.8103
16,0,8,64,24.0268
16,0,8,128,25.712
16,0,8,256,28.7145
16,0,8,512,29.2162
16,0,8,1024,31.4455
16,0,8,2048,34.2773
16,0,8,4096,39.0775
16,0,8,8192,47.6802
16,0,8,16384,66.1333
16,0,8,32768,100.203
16,0,8,65536,166.923
16,0,16,16,23.168
16,0,16,32,23.029
16,0,16,64,24.8263
16,0,16,128,26.0375
16,0,16,256,31.019
16,0,16,512,31.381
16,0,16,1024,33.8402
16,0,16,2048,38.7943
16,0,16,4096,47.8298
16,0,16,8192,65.542
16,0,16,16384,100.844
16,0,16,32768,166.432
16,0,16,65536,301.868
16,0,32,16,23.6373
16,0,32,32,23.7928
16,0,32,64,25.0942
16,0,32,128,26.6617
16,0,32,256,32.0163
16,0,32,512,34.7465
16,0,32,1024,39.2158
16,0,32,2048,47.942
16,0,32,4096,65.6958
16,0,32,8192,100.966
16,0,32,16384,168.342
16,0,32,32768,303.121
16,0,32,65536,572.29
16,0,64,16,23.9208
16,0,64,32,24.4535
16,0,64,64,25.7707
16,0,64,128,27.3918
16,0,64,256,36.5758
16,0,64,512,41.6108
16,0,64,1024,51.2322
16,0,64,2048,69.1253
16,0,64,4096,103.915
16,0,64,8192,170.582
16,0,64,16384,306.022
16,0,64,32768,573.314
16,0,64,65536,1113.92
16,0,128,16,25.4345
16,0,128,32,25.9682
16,0,128,64,28.6458
16,0,128,128,30.891
16,0,128,256,43.2
16,0,128,512,53.3777
16,0,128,1024,71.381
16,0,128,2048,106.368
16,0,128,4096,172.572
16,0,128,8192,307.5
16,0,128,16384,575.9
16,0,128,32768,1113.72
16,0,128,65536,2185.46
16,16,0,0,22.3515
16,16,1,16,22.8318
16,16,1,32,22.8215
16,16,1,64,23.6477
16,16,1,128,25.2052
16,16,1,256,30.2987
16,16,1,512,28.7362
16,16,1,1024,29.2697
16,16,1,2048,30.0375
16,16,1,4096,31.7552
16,16,1,8192,35.7817
16,16,1,16384,41.7332
16,16,1,32768,56.2402
16,16,1,65536,85.2105
16,16,2,16,22.5118
16,16,2,32,22.6027
16,16,2,64,23.8452
16,16,2,128,25.2052
16,16,2,256,30.1015
16,16,2,512,28.091
16,16,2,1024,28.4537
16,16,2,2048,30.571
16,16,2,4096,32.4535
16,16,2,8192,36.5385
16,16,2,16384,43.0243
16,16,2,32768,58.6675
16,16,2,65536,88.1283
16,16,4,16,22.8105
16,16,4,32,22.9073
16,16,4,64,23.7758
16,16,4,128,25.4665
16,16,4,256,28.7303
16,16,4,512,28.3952
16,16,4,1024,29.3915
16,16,4,2048,30.2613
16,16,4,4096,35.7122
16,16,4,8192,41.6637
16,16,4,16384,48.2463
16,16,4,32768,66.5872
16,16,4,65536,101.302
16,16,8,16,22.9605
16,16,8,32,23.2478
16,16,8,64,24.2668
16,16,8,128,25.6263
16,16,8,256,28.9653
16,16,8,512,29.0132
16,16,8,1024,31.1468
16,16,8,2048,33.8132
16,16,8,4096,38.7682
16,16,8,8192,48.795
16,16,8,16384,65.5415
16,16,8,32768,99.1362
16,16,8,65536,165.99
16,16,16,16,23.3013
16,16,16,32,23.168
16,16,16,64,24.4272
16,16,16,128,26.0908
16,16,16,256,30.5758
16,16,16,512,30.5922
16,16,16,1024,33.5683
16,16,16,2048,38.8423
16,16,16,4096,48.6352
16,16,16,8192,64.6562
16,16,16,16384,100.299
16,16,16,32768,167.04
16,16,16,65536,301.596
16,16,32,16,23.4187
16,16,32,32,23.6533
16,16,32,64,25.1947
16,16,32,128,26.7463
16,16,32,256,32.0695
16,16,32,512,34.7207
16,16,32,1024,39.0238
16,16,32,2048,48.5652
16,16,32,4096,65.4875
16,16,32,8192,101.024
16,16,32,16384,167.626
16,16,32,32768,301.872
16,16,32,65536,571.901
16,16,64,16,24.0105
16,16,64,32,24.1602
16,16,64,64,25.8398
16,16,64,128,27.4505
16,16,64,256,36.4903
16,16,64,512,41.5887
16,16,64,1024,51.5307
16,16,64,2048,68.9225
16,16,64,4096,104.293
16,16,64,8192,170.426
16,16,64,16384,305.141
16,16,64,32768,575.514
16,16,64,65536,1112.95
16,16,128,16,25.7495
16,16,128,32,26.0962
16,16,128,64,28.6505
16,16,128,128,30.8212
16,16,128,256,42.5923
16,16,128,512,52.8958
16,16,128,1024,70.8687
16,16,128,2048,105.211
16,16,128,4096,173.744
16,16,128,8192,308.378
16,16,128,16384,575.215
16,16,128,32768,1113.08
16,16,128,65536,2186.86
16,32,0,0,22.6133
16,32,1,16,22.592
16,32,1,32,22.826
16,32,1,64,23.6587
16,32,1,128,25.2957
16,32,1,256,30.1865
16,32,1,512,28.8422
16,32,1,1024,29.4877
16,32,1,2048,29.9885
16,32,1,4096,31.9043
16,32,1,8192,35.5735
16,32,1,16384,42.4318
16,32,1,32768,56.5228
16,32,1,65536,85.8463
16,32,2,16,22.8272
16,32,2,32,22.7788
16,32,2,64,23.6803
16,32,2,128,25.2795
16,32,2,256,30.1442
16,32,2,512,27.9733
16,32,2,1024,28.6987
16,32,2,2048,30.5812
16,32,2,4096,32.1388
16,32,2,8192,37.1842
16,32,2,16384,42.811
16,32,2,32768,58.4213
16,32,2,65536,88.2777
16,32,4,16,23.046
16,32,4,32,22.9652
16,32,4,64,23.6537
16,32,4,128,25.5668
16,32,4,256,28.4962
16,32,4,512,28.6402
16,32,4,1024,29.419
16,32,4,2048,30.2985
16,32,4,4096,35.728
16,32,4,8192,41.0775
16,32,4,16384,49.7863
16,32,4,32768,67.7068
16,32,4,65536,101.269
16,32,8,16,22.9493
16,32,8,32,23.4133
16,32,8,64,24.1603
16,32,8,128,25.3548
16,32,8,256,29.2
16,32,8,512,28.6238
16,32,8,1024,31.232
16,32,8,2048,33.8775
16,32,8,4096,38.7312
16,32,8,8192,47.3442
16,32,8,16384,66.8053
16,32,8,32768,99.1362
16,32,8,65536,165.648
16,32,16,16,23.4877
16,32,16,32,23.3703
16,32,16,64,24.6608
16,32,16,128,26.0375
16,32,16,256,30.4912
16,32,16,512,30.5123
16,32,16,1024,33.712
16,32,16,2048,38.928
16,32,16,4096,48.1912
16,32,16,8192,64.9868
16,32,16,16384,100.085
16,32,16,32768,166.656
16,32,16,65536,301.622
16,32,32,16,23.4883
16,32,32,32,23.6532
16,32,32,64,25.1037
16,32,32,128,26.7145
16,32,32,256,32.2557
16,32,32,512,35.0562
16,32,32,1024,39.659
16,32,32,2048,48.6343
16,32,32,4096,66.0752
16,32,32,8192,100.913
16,32,32,16384,168.454
16,32,32,32768,301.681
16,32,32,65536,572.577
16,32,64,16,24.3518
16,32,64,32,24.5277
16,32,64,64,26.0053
16,32,64,128,27.344
16,32,64,256,36.928
16,32,64,512,41.9145
16,32,64,1024,51.4557
16,32,64,2048,68.5068
16,32,64,4096,103.883
16,32,64,8192,170.806
16,32,64,16384,304.225
16,32,64,32768,574.663
16,32,64,65536,1110.71
16,32,128,16,25.6848
16,32,128,32,26.2987
16,32,128,64,28.4692
16,32,128,128,31.1948
16,32,128,256,42.7525
16,32,128,512,52.8103
16,32,128,1024,71.2908
16,32,128,2048,105.691
16,32,128,4096,172.886
16,32,128,8192,308.449
16,32,128,16384,575.88
16,32,128,32768,1111.89
16,32,128,65536,2185.9
16,64,0,0,24.3252
16,64,1,16,24.656
16,64,1,32,24.5495
16,64,1,64,24.7097
16,64,1,128,25.4613
16,64,1,256,32.885
16,64,1,512,31.8453
16,64,1,1024,30.768
16,64,1,2048,32.0108
16,64,1,4096,31.8347
16,64,1,8192,35.4672
16,64,1,16384,42.3147
16,64,1,32768,56.4322
16,64,1,65536,85.6208
16,64,2,16,24.3782
16,64,2,32,24.4798
16,64,2,64,24.3737
16,64,2,128,25.0345
16,64,2,256,30.779
16,64,2,512,28.7792
16,64,2,1024,29.8348
16,64,2,2048,30.2507
16,64,2,4096,32.4432
16,64,2,8192,36.9175
16,64,2,16384,43.3012
16,64,2,32768,58.2027
16,64,2,65536,87.5572
16,64,4,16,24.4112
16,64,4,32,24.3948
16,64,4,64,24.8533
16,64,4,128,25.3013
16,64,4,256,32.1123
16,64,4,512,30.2132
16,64,4,1024,30.5972
16,64,4,2048,30.2195
16,64,4,4096,35.835
16,64,4,8192,42.2292
16,64,4,16384,48.6505
16,64,4,32768,66.4855
16,64,4,65536,101.424
16,64,8,16,24.752
16,64,8,32,24.8427
16,64,8,64,24.8917
16,64,8,128,25.6743
16,64,8,256,32.3467
16,64,8,512,29.9843
16,64,8,1024,31.4613
16,64,8,2048,33.9948
16,64,8,4096,39.3815
16,64,8,8192,47.755
16,64,8,16384,65.915
16,64,8,32768,100.208
16,64,8,65536,165.777
16,64,16,16,24.955
16,64,16,32,24.7995
16,64,16,64,25.0508
16,64,16,128,26.053
16,64,16,256,32.5763
16,64,16,512,30.8107
16,64,16,1024,33.7657
16,64,16,2048,39.0345
16,64,16,4096,48.1542
16,64,16,8192,65.5632
16,64,16,16384,100.049
16,64,16,32768,166.886
16,64,16,65536,301.74
16,64,32,16,25.3167
16,64,32,32,25.1843
16,64,32,64,25.6268
16,64,32,128,26.7685
16,64,32,256,31.798
16,64,32,512,35.3177
16,64,32,1024,39.3492
16,64,32,2048,48.4162
16,64,32,4096,66.5705
16,64,32,8192,100.981
16,64,32,16384,168.268
16,64,32,32768,301.985
16,64,32,65536,571.953
16,64,64,16,25.5952
16,64,64,32,25.8132
16,64,64,64,26.1653
16,64,64,128,27.4293
16,64,64,256,36.8473
16,64,64,512,41.4032
16,64,64,1024,51.1255
16,64,64,2048,69.739
16,64,64,4096,104.347
16,64,64,8192,170.593
16,64,64,16384,306.076
16,64,64,32768,574.428
16,64,64,65536,1113.13
16,64,128,16,27.4243
16,64,128,32,27.7653
16,64,128,64,28.704
16,64,128,128,30.7843
16,64,128,256,42.9925
16,64,128,512,53.803
16,64,128,1024,70.79
16,64,128,2048,104.971
16,64,128,4096,173.148
16,64,128,8192,308.903
16,64,128,16384,576.407
16,64,128,32768,1111.27
16,64,128,65536,2187.33
16,128,0,0,25.7548
16,128,1,16,25.787
16,128,1,32,25.9257
16,128,1,64,26.0908
16,128,1,128,26.0102
16,128,1,256,32.5965
16,128,1,512,31.078
16,128,1,1024,31.488
16,128,1,2048,31.6587
16,128,1,4096,33.0238
16,128,1,8192,36.2132
16,128,1,16384,42.1813
16,128,1,32768,56.576
16,128,1,65536,86.2567
16,128,2,16,25.8878
16,128,2,32,25.8195
16,128,2,64,25.9095
16,128,2,128,26.0223
16,128,2,256,31.4777
16,128,2,512,29.8133
16,128,2,1024,29.6642
16,128,2,2048,30.5013
16,128,2,4096,32.2985
16,128,2,8192,36.8428
16,128,2,16384,43.2105
16,128,2,32768,58.3787
16,128,2,65536,87.8672
16,128,4,16,25.9143
16,128,4,32,25.9522
16,128,4,64,26.0053
16,128,4,128,26.1437
16,128,4,256,31.9582
16,128,4,512,30.3153
16,128,4,1024,30.8218
16,128,4,2048,35.6642
16,128,4,4096,33.5203
16,128,4,8192,41.7548
16,128,4,16384,50.2718
16,128,4,32768,67.232
16,128,4,65536,101.248
16,128,8,16,26.2502
16,128,8,32,26.3145
16,128,8,64,26.2617
16,128,8,128,26.368
16,128,8,256,32.6938
16,128,8,512,30.4108
16,128,8,1024,34.8535
16,128,8,2048,35.9627
16,128,8,4096,38.5978
16,128,8,8192,48.128
16,128,8,16384,66.3043
16,128,8,32768,100.005
16,128,8,65536,166.545
16,128,16,16,26.5543
16,128,16,32,26.2452
16,128,16,64,26.4745
16,128,16,128,26.7308
16,128,16,256,33.2697
16,128,16,512,33.675
16,128,16,1024,34.1275
16,128,16,2048,38.8853
16,128,16,4096,48.043
16,128,16,8192,65.9578
16,128,16,16384,100.534
16,128,16,32768,166.961
16,128,16,65536,301.66
16,128,32,16,26.8427
16,128,32,32,26.6512
16,128,32,64,26.9065
16,128,32,128,26.9817
16,128,32,256,34.7418
16,128,32,512,35.6007
16,128,32,1024,39.3333
16,128,32,2048,48.7468
16,128,32,4096,65.4455
16,128,32,8192,101.115
16,128,32,16384,169.057
16,128,32,32768,301.809
16,128,32,65536,571.607
16,128,64,16,27.2108
16,128,64,32,27.2853
16,128,64,64,27.9362
16,128,64,128,27.8138
16,128,64,256,36.0692
16,128,64,512,41.2912
16,128,64,1024,50.9062
16,128,64,2048,69.4238
16,128,64,4096,104.491
16,128,64,8192,169.718
16,128,64,16384,305.2
16,128,64,32768,574.423
16,128,64,65536,1111.99
16,128,128,16,28.8697
16,128,128,32,29.3553
16,128,128,64,30.1282
16,128,128,128,31.1998
16,128,128,256,42.8217
16,128,128,512,52.8693
16,128,128,1024,71.2325
16,128,128,2048,105.562
16,128,128,4096,172.433
16,128,128,8192,307.59
16,128,128,16384,576.252
16,128,128,32768,1114.06
16,128,128,65536,2186.27
16,256,0,0,31.5362
16,256,1,16,33.1787
16,256,1,32,33.3602
16,256,1,64,33.355
16,256,1,128,32.7733
16,256,1,256,33.2425
16,256,1,512,31.8182
16,256,1,1024,31.3543
16,256,1,2048,32.1868
16,256,1,4096,32.1598
16,256,1,8192,36.2457
16,256,1,16384,42.2667
16,256,1,32768,56.2027
16,256,1,65536,85.5205
16,256,2,16,30.8965
16,256,2,32,31.6432
16,256,2,64,31.3438
16,256,2,128,31.6805
16,256,2,256,31.8558
16,256,2,512,29.7973
16,256,2,1024,30.1492
16,256,2,2048,30.8268
16,256,2,4096,32.4908
16,256,2,8192,36.3355
16,256,2,16384,43.0772
16,256,2,32768,58.677
16,256,2,65536,88.2027
16,256,4,16,32.7733
16,256,4,32,33.0452
16,256,4,64,32.8693
16,256,4,128,32.987
16,256,4,256,33.3867
16,256,4,512,30.7788
16,256,4,1024,31.861
16,256,4,2048,36.533
16,256,4,4096,37.952
16,256,4,8192,41.8022
16,256,4,16384,49.131
16,256,4,32768,66.949
16,256,4,65536,101.323
16,256,8,16,31.9895
16,256,8,32,32.331
16,256,8,64,32.5392
16,256,8,128,32.8268
16,256,8,256,33.2107
16,256,8,512,31.1415
16,256,8,1024,35.2427
16,256,8,2048,37.9362
16,256,8,4096,38.7145
16,256,8,8192,48.0645
16,256,8,16384,65.7602
16,256,8,32768,99.643
16,256,8,65536,167.857
16,256,16,16,31.712
16,256,16,32,31.5197
16,256,16,64,32.9435
16,256,16,128,32.6028
16,256,16,256,33.3765
16,256,16,512,34.166
16,256,16,1024,36.5817
16,256,16,2048,38.5495
16,256,16,4096,48.1817
16,256,16,8192,65.8028
16,256,16,16384,100.39
16,256,16,32768,167.008
16,256,16,65536,300.673
16,256,32,16,34.848
16,256,32,32,34.614
16,256,32,64,34.4157
16,256,32,128,34.9545
16,256,32,256,35.1577
16,256,32,512,37.1627
16,256,32,1024,39.3283
16,256,32,2048,48.2723
16,256,32,4096,66.3843
16,256,32,8192,101.514
16,256,32,16384,168.188
16,256,32,32768,302.279
16,256,32,65536,571.057
16,256,64,16,36.1227
16,256,64,32,35.744
16,256,64,64,36.0748
16,256,64,128,41.8935
16,256,64,256,44.9863
16,256,64,512,41.7225
16,256,64,1024,51.1843
16,256,64,2048,69.8403
16,256,64,4096,104.539
16,256,64,8192,170.651
16,256,64,16384,306.641
16,256,64,32768,575.735
16,256,64,65536,1113.46
16,256,128,16,38.8425
16,256,128,32,39.6805
16,256,128,64,42.3472
16,256,128,128,48.5175
16,256,128,256,43.1255
16,256,128,512,52.747
16,256,128,1024,71.1573
16,256,128,2048,105.483
16,256,128,4096,173.782
16,256,128,8192,307.895
16,256,128,16384,576.38
16,256,128,32768,1111.58
16,256,128,65536,2185.61
16,512,0,0,33.5577
16,512,1,16,34.2773
16,512,1,32,34.2398
16,512,1,64,34.587
16,512,1,128,34.0853
16,512,1,256,34.139
16,512,1,512,33.8135
16,512,1,1024,32.7572
16,512,1,2048,32.859
16,512,1,4096,32.9708
16,512,1,8192,36.2827
16,512,1,16384,42.6822
16,512,1,32768,57.03
16,512,1,65536,85.4563
16,512,2,16,33.1997
16,512,2,32,33.1085
16,512,2,64,32.7952
16,512,2,128,33.4665
16,512,2,256,33.8877
16,512,2,512,33.3225
16,512,2,1024,31.3335
16,512,2,2048,31.8297
16,512,2,4096,32.9763
16,512,2,8192,36.7788
16,512,2,16384,43.6533
16,512,2,32768,58.4263
16,512,2,65536,88.4422
16,512,4,16,34.1125
16,512,4,32,34.4107
16,512,4,64,34.5122
16,512,4,128,34.6562
16,512,4,256,34.6833
16,512,4,512,34.2347
16,512,4,1024,32.6193
16,512,4,2048,38.1383
16,512,4,4096,40.4213
16,512,4,8192,44.2615
16,512,4,16384,48.7518
16,512,4,32768,66.9075
16,512,4,65536,102.869
16,512,8,16,34.1015
16,512,8,32,33.5042
16,512,8,64,34.9068
16,512,8,128,34.4802
16,512,8,256,34.7575
16,512,8,512,34.8637
16,512,8,1024,35.7818
16,512,8,2048,38.4058
16,512,8,4096,41.9682
16,512,8,8192,47.8558
16,512,8,16384,66.24
16,512,8,32768,100.608
16,512,8,65536,167.318
16,512,16,16,32.6668
16,512,16,32,32.8372
16,512,16,64,34.8058
16,512,16,128,33.9998
16,512,16,256,34.4425
16,512,16,512,34.4108
16,512,16,1024,37.2002
16,512,16,2048,40.9757
16,512,16,4096,48.23
16,512,16,8192,64.9495
16,512,16,16384,100.72
16,512,16,32768,167.195
16,512,16,65536,301.899
16,512,32,16,34.3148
16,512,32,32,34.0213
16,512,32,64,35.1567
16,512,32,128,35.324
16,512,32,256,35.6967
16,512,32,512,39.2213
16,512,32,1024,49.7122
16,512,32,2048,48.5177
16,512,32,4096,66.0693
16,512,32,8192,101.744
16,512,32,16384,168.747
16,512,32,32768,303.351
16,512,32,65536,572.962
16,512,64,16,36.6613
16,512,64,32,36.8055
16,512,64,64,37.3495
16,512,64,128,41.5518
16,512,64,256,45.883
16,512,64,512,53.8612
16,512,64,1024,51.3175
16,512,64,2048,69.1947
16,512,64,4096,104.395
16,512,64,8192,171.739
16,512,64,16384,305.095
16,512,64,32768,574.337
16,512,64,65536,1112.37
16,512,128,16,40.0157
16,512,128,32,40.2398
16,512,128,64,42.2133
16,512,128,128,47.488
16,512,128,256,56.3837
16,512,128,512,53.5095
16,512,128,1024,71.0563
16,512,128,2048,106.07
16,512,128,4096,173.371
16,512,128,8192,308.924
16,512,128,16384,577.441
16,512,128,32768,1113.9
16,512,128,65536,2187.68
16,1024,0,0,33.8083
16,1024,1,16,34.9763
16,1024,1,32,35.0458
16,1024,1,64,35.456
16,1024,1,128,35.3547
16,1024,1,256,35.4295
16,1024,1,512,35.3972
16,1024,1,1024,35.3288
16,1024,1,2048,35.4505
16,1024,1,4096,35.6213
16,1024,1,8192,36.469
16,1024,1,16384,43.7282
16,1024,1,32768,57.056
16,1024,1,65536,87.4297
16,1024,2,16,33.7387
16,1024,2,32,34.0373
16,1024,2,64,34.347
16,1024,2,128,33.9687
16,1024,2,256,34.1975
16,1024,2,512,34.6825
16,1024,2,1024,34.3898
16,1024,2,2048,35.5362
16,1024,2,4096,34.5975
16,1024,2,8192,36.7842
16,1024,2,16384,44.2932
16,1024,2,32768,59.2905
16,1024,2,65536,88.0005
16,1024,4,16,34.7627
16,1024,4,32,35.1312
16,1024,4,64,34.3147
16,1024,4,128,34.982
16,1024,4,256,35.3227
16,1024,4,512,35.9358
16,1024,4,1024,35.6475
16,1024,4,2048,38.608
16,1024,4,4096,40.8487
16,1024,4,8192,46.5183
16,1024,4,16384,49.136
16,1024,4,32768,66.4642
16,1024,4,65536,102.203
16,1024,8,16,34.9972
16,1024,8,32,35.5627
16,1024,8,64,34.6457
16,1024,8,128,35.2857
16,1024,8,256,35.9783
16,1024,8,512,36.075
16,1024,8,1024,36.6775
16,1024,8,2048,39.3385
16,1024,8,4096,43.824
16,1024,8,8192,48.7363
16,1024,8,16384,67.1788
16,1024,8,32768,99.9732
16,1024,8,65536,166.737
16,1024,16,16,34.8007
16,1024,16,32,34.5545
16,1024,16,64,35.1682
16,1024,16,128,35.936
16,1024,16,256,35.9522
16,1024,16,512,36.7573
16,1024,16,1024,37.9627
16,1024,16,2048,41.1628
16,1024,16,4096,48.4217
16,1024,16,8192,65.3497
16,1024,16,16384,101.12
16,1024,16,32768,167.424
16,1024,16,65536,300.774
16,1024,32,16,35.3758
16,1024,32,32,35.5255
16,1024,32,64,36.5868
16,1024,32,128,37.4507
16,1024,32,256,37.2272
16,1024,32,512,38.6345
16,1024,32,1024,42.7947
16,1024,32,2048,64.129
16,1024,32,4096,66.0003
16,1024,32,8192,101.653
16,1024,32,16384,168.523
16,1024,32,32768,302.881
16,1024,32,65536,572.882
16,1024,64,16,37.0185
16,1024,64,32,37.1148
16,1024,64,64,38.5712
16,1024,64,128,38.8423
16,1024,64,256,46.0272
16,1024,64,512,53.339
16,1024,64,1024,69.1315
16,1024,64,2048,69.3178
16,1024,64,4096,104.534
16,1024,64,8192,171.835
16,1024,64,16384,305.905
16,1024,64,32768,574.54
16,1024,64,65536,1113.74
16,1024,128,16,41.8615
16,1024,128,32,41.84
16,1024,128,64,45.6217
16,1024,128,128,47.4775
16,1024,128,256,54.245
16,1024,128,512,73.2375
16,1024,128,1024,71.1205
16,1024,128,2048,106.31
16,1024,128,4096,173.19
16,1024,128,8192,309.899
16,1024,128,16384,575.154
16,1024,128,32768,1111.2
16,1024,128,65536,2187.15
16,2048,0,0,35.9305
16,2048,1,16,36.5233
16,2048,1,32,36.6778
16,2048,1,64,36.8798
16,2048,1,128,37.5522
16,2048,1,256,37.0503
16,2048,1,512,37.317
16,2048,1,1024,38.1488
16,2048,1,2048,38.1923
16,2048,1,4096,37.2108
16,2048,1,8192,38.107
16,2048,1,16384,44.139
16,2048,1,32768,58.0592
16,2048,1,65536,87.5838
16,2048,2,16,35.6588
16,2048,2,32,35.6427
16,2048,2,64,36.2243
16,2048,2,128,35.8403
16,2048,2,256,36.0747
16,2048,2,512,36.4373
16,2048,2,1024,36.6987
16,2048,2,2048,38.7893
16,2048,2,4096,38.4802
16,2048,2,8192,37.8722
16,2048,2,16384,44.021
16,2048,2,32768,59.3288
16,2048,2,65536,89.3973
16,2048,4,16,37.0617
16,2048,4,32,37.0137
16,2048,4,64,37.1413
16,2048,4,128,37.163
16,2048,4,256,38.4483
16,2048,4,512,38.7412
16,2048,4,1024,39.36
16,2048,4,2048,38.6022
16,2048,4,4096,41.0502
16,2048,4,8192,46.4375
16,2048,4,16384,49.8667
16,2048,4,32768,65.7708
16,2048,4,65536,101.12
16,2048,8,16,38.081
16,2048,8,32,38.304
16,2048,8,64,37.6375
16,2048,8,128,38.2667
16,2048,8,256,38.406
16,2048,8,512,39.4458
16,2048,8,1024,38.4153
16,2048,8,2048,40.0905
16,2048,8,4096,44.2987
16,2048,8,8192,48.3838
16,2048,8,16384,66.523
16,2048,8,32768,100.565
16,2048,8,65536,167.014
16,2048,16,16,36.928
16,2048,16,32,36.9072
16,2048,16,64,38.7362
16,2048,16,128,38.6988
16,2048,16,256,38.9813
16,2048,16,512,39.3767
16,2048,16,1024,39.8028
16,2048,16,2048,42.9703
16,2048,16,4096,49.0558
16,2048,16,8192,65.771
16,2048,16,16384,100.72
16,2048,16,32768,167.504
16,2048,16,65536,302.636
16,2048,32,16,37.835
16,2048,32,32,38.5713
16,2048,32,64,39.4882
16,2048,32,128,40.272
16,2048,32,256,38.885
16,2048,32,512,41.227
16,2048,32,1024,42.283
16,2048,32,2048,64.6345
16,2048,32,4096,93.0937
16,2048,32,8192,101.024
16,2048,32,16384,168.283
16,2048,32,32768,303.36
16,2048,32,65536,572.732
16,2048,64,16,41.1253
16,2048,64,32,41.4452
